partner_id,entity_type,entity_id,relationship_start_date,relationship_end_date,br_type_code,associated_partner_id,partner_class_code
b39e337a-25a9-4442-8e78-0b8116767160,BR,1561c7b6-1073-4293-8d79-dcefd3ea9eba,2022-10-24,,VP,,
cf9b33e4-b6c3-4dc7-97a4-77239e5e8270,BR,564dc31d-d6b8-43b1-8da7-cc2034e9950b,2011-12-08,,VP,,
e3188f62-e061-450d-8d44-5acd08be259d,BR,fbab60a6-37f6-41c9-8b09-fe66ccaa074b,2018-10-23,,VP,,
53b02333-1692-49ef-a206-7e24ce2895a9,BR,6a8ae924-ee25-463c-9513-17de7d10f1ef,2010-10-21,,VP,,
14734b53-51f3-46e2-8361-faf5b8c00fc5,BR,e8f150fc-4704-45e9-853a-4f0d916a379e,2014-04-11,,VP,,
c7f1f5a0-1265-4364-a8bd-1f36c1cec2a5,BR,bf750a16-487d-43fc-9723-538bf831e582,2017-02-24,,VP,,
83fa2802-6419-4e09-8f8b-8e5c5a6c2c18,BR,2b2f5b9c-d90f-4b89-b62a-8a20f0f5cb7b,2011-10-23,,VP,,
fec8979e-08fe-4ff0-b7ad-0e0b91d6fda1,BR,78392265-8bff-4b4a-8988-3a3e98153b3b,2018-09-14,,VP,,
7beef6ff-6f63-48a2-8df3-89191ddb7116,BR,a3cee198-dec0-41eb-bc90-2f3af24963fe,2019-04-13,,VP,,
fc16f97f-5de7-4059-9e0d-fd98e13425c1,BR,c02e0142-46e6-4add-b2ac-7358e0161838,2015-10-08,,VP,,
8d5450d6-4c33-449f-9308-a3dd20a6ba7c,BR,ce1b31ee-699e-48b0-8e45-8ef53eeb756f,2018-05-22,,VP,,
cab1e0f6-2d3f-4ed5-a403-9ef561950b99,BR,5930c239-51a8-481f-aa3d-81233f14c537,2017-10-11,,VP,,
040e4d96-66fc-4721-bb97-075ad29c4d91,BR,2eb257fa-8b6e-449f-9503-1141cc9d0066,2019-07-29,,VP,,
610a7d59-bf6a-4e34-b6cd-2fbb6c79af3c,BR,5d604fec-505b-478b-90e0-3481575da8f2,2017-01-22,,VP,,
ef24a533-f6bc-42e1-b483-9b91361226fd,BR,da40be54-81bc-41f8-a38b-a78a149d6627,2015-08-14,,VP,,
e05081bb-9a71-41e8-b36a-0e031e428232,BR,bac2eede-1b1b-463d-bf30-482081b4ca06,2016-08-06,,VP,,
2b6d2d1b-d664-4f7a-a6ab-6ac8b9aa5b1a,BR,4af2a480-729e-4b08-b70b-2fc9eab1a39a,2018-02-01,,VP,,
0a73b228-fb62-4518-a291-9621c6964943,BR,7ca888e4-9371-4b69-b727-68cda898414e,2011-01-04,,VP,,
e8e2d649-7fe8-4431-ae37-c7cea8fed367,BR,59aa59a9-3814-4ef1-a112-3f86da22bf95,2011-06-23,,VP,,
591b0a41-6caa-4b1c-ab83-04a3f7d56106,BR,7aa8572d-3d06-4be7-816b-b68ae4e7fc20,2016-07-21,,VP,,
a1509c74-42c4-440b-8dc7-d54d848ba289,BR,1ac161d9-28e3-4e79-8694-e825fbf8a65a,2012-01-01,,VP,,
2a32206d-8598-41f9-9384-9bc759c55ae3,BR,003a523e-4a1b-4348-8c0c-8baedf3be60e,2012-06-15,,VP,,
c109d2e7-5afe-4571-97aa-d5b37f9dbf61,BR,d9e7a8bf-cc8d-410e-b922-564e0cbc1531,2022-10-04,,VP,,
3364866f-002f-4aba-b2e4-a63763e5fe88,BR,609579f7-3512-4245-a259-6abd4cc4d60b,2016-07-08,,VP,,
2d6669a1-722d-41ca-b3a0-3928eb55fae0,BR,20624e27-b5f9-4a29-a481-517738494150,2010-01-15,,VP,,
226d1dfe-89cd-4283-942d-4229f398480b,BR,14a56fd3-6e42-41dc-a803-dc25248b610e,2018-07-26,,VP,,
7e2d0147-19a2-48fc-9454-d34c1c41c65f,BR,1a129ecd-2ede-44c7-a245-f2bdc142c410,2013-09-15,,VP,,
9004f513-897c-4cec-bf7d-d3daed9e1021,BR,c016019d-c790-45f2-aa39-8ab0a742cc13,2018-08-02,,VP,,
b41e9534-4f46-4489-880a-1a5f49bcee2e,BR,5c209b63-b1f4-4c54-8b4e-0f873bdaac8e,2014-07-15,,VP,,
d4f80ec8-a3b6-403f-b81f-f78fa4c80e9f,BR,0b373dbd-f9bd-4098-8188-a79686183a44,2013-06-01,,VP,,
db250aa0-3365-4b7c-9551-0712459b5b63,BR,c6a3febd-0ccc-4c5c-910c-f83a87c0bb12,2014-07-19,,VP,,
915a8af3-01d0-4b15-8ad3-d13e83726a5e,BR,530f895a-6433-4db5-8d07-05f12088b566,2014-10-30,,VP,,
4ba56d04-7f2e-4855-9f68-3d2a33c52c84,BR,3a036538-a70d-4a8b-8b2b-95294cbd6959,2011-06-26,,VP,,
a917712f-ed1c-433a-850c-250d3d19bb02,BR,cb8c1ebd-234a-4c3f-bfe0-4d20a54633ec,2013-03-26,,VP,,
2cfcac9c-862b-415a-b293-1cc85ad8661b,BR,d1fa7177-5f4c-43e9-bf19-0b34133c3139,2017-05-12,,VP,,
ac24e4ad-3adc-45ec-ab43-63bb3d6d04af,BR,6bef360f-2329-4638-960c-82b7ddd8e6bc,2017-03-02,,VP,,
21d9f80a-48d8-4713-a9bf-657608f28dc2,BR,e854cf9d-8f28-44e3-aec5-576142a9d3f4,2012-07-17,,VP,,
738a445e-8bdb-4d6c-8307-9b5a76e32895,BR,676d922c-558c-4f75-88af-24b9359eb521,2013-11-27,,VP,,
a78beeaf-c56d-42d3-aa80-f9d26f5f7a54,BR,74c7e4b4-5c2b-4d21-93d2-81bb8f66e279,2016-02-12,,VP,,
1ea0f6f9-116d-40f0-8094-6126d92f9b9a,BR,d44ab849-4fca-4143-8195-bd4c5f889e1f,2015-08-24,,VP,,
7ea1566f-483f-4240-8211-645011e016b8,BR,43190cb6-8f86-4554-9db0-304e4a1a3e38,2021-03-21,,VP,,
43af1215-fdc3-4826-b17c-c61b42f12215,BR,dcbab969-cda4-43cf-ba3f-a63e7c3ec7aa,2017-01-07,,VP,,
cd7e60da-7fd6-4172-9548-20d7598cd8f8,BR,5a0c8e44-ea30-44a3-bfe1-e557d063fe52,2017-09-04,,VP,,
4e07df11-4813-4562-8193-6d1eacf2261c,BR,56887a74-cdba-41fc-b7d6-c470c4a59115,2016-07-28,,VP,,
ce6f3596-4e36-4ec1-b26e-137be74be97a,BR,0f15746e-5b86-442c-8c61-0b16273e3898,2011-01-18,,VP,,
a07ab2cd-4727-4b0b-864d-a5c50df484e9,BR,5a97293f-a4e8-45fb-b81f-4ab30c9a6083,2012-12-19,,VP,,
2fa00442-a984-4378-aec6-4fd18dc3fb36,BR,5182e7e6-4d9c-49e4-afa7-497eb00d6f68,2015-05-04,,VP,,
f98ed76d-78f1-400b-84cf-35eaa61de664,BR,c313f05a-f8f5-4965-b2ff-040e8437e712,2016-11-22,,VP,,
b115f4ff-86fe-4f06-bd97-eadc9406c650,BR,9ae58ab9-8f0b-4224-b22f-74599c132053,2021-06-01,,VP,,
e4421339-a9b7-4cd9-ba1a-b63ce09940c5,BR,4a76a590-6d5b-4010-b0fb-9205693ace07,2019-07-30,,VP,,
0307230b-30cc-4c72-9b52-63d59e37a0ad,BR,a2a5479a-72cf-4d1d-9b63-2c79fc0cf537,2017-04-29,,VP,,
a56766f4-14c4-456c-9001-c18044efe96d,BR,8f6f9866-885b-41ed-b444-402f89e77259,2019-04-18,,VP,,
f565d050-20d1-450b-8532-67b390b38258,BR,1db51c92-f607-47eb-958e-8d474d280693,2013-04-18,,VP,,
ad5d02be-dbbd-4816-99e6-4105a41e5d87,BR,c7368b52-f3ac-43a6-8578-c169fc8fed96,2012-02-13,,VP,,
623dfdbd-6397-469e-acb9-36d9878aac14,BR,94fbd241-ee65-482a-acff-484d0bc21b30,2018-05-15,,VP,,
de0899f9-f4ca-4be1-97aa-7c613e6764b4,BR,d5c74e9f-bc6d-44a7-a05c-53e2f147fe2e,2016-05-02,,VP,,
2d7cc51a-4acc-4b4b-b52c-e62cbc583eb8,BR,cc746b91-ff50-484f-89f9-eb1a523d7e0d,2017-02-10,,VP,,
edbfd5ed-82bc-4594-81fb-e342cf9e64b0,BR,4ca44e9c-d0dc-48a9-9379-41b966774aec,2013-11-04,,VP,,
16af922b-95d2-4431-a02c-901ee23f5a03,BR,cfdd6d6f-e0c4-45c6-bfb4-2ac80f4b26f1,2021-06-04,,VP,,
852b1725-7658-4504-aae1-9d34871f2057,BR,f4fbee09-5fc0-49df-8a4f-095f59d6ff1a,2018-05-20,,VP,,
e1bd60ed-86e1-4b3d-80f8-effca42cd7fc,BR,0bc3c6fe-a5a5-4635-b2e5-a61caf1998f3,2013-11-04,,VP,,
803a2fed-478e-41be-8919-2af3b163fb6b,BR,974c3248-9e49-4799-a103-4c1b4ddb388c,2019-02-03,,VP,,
6c7001ce-6390-4e44-b79a-009a1e328393,BR,3cec9a2f-b09a-4eb4-993a-bf4af38c1d4e,2012-12-19,,VP,,
a588dee5-eef1-4ce6-a2ae-daf8371b4432,BR,20ee5b69-294f-41cc-bf7c-a853b177d777,2012-08-31,,VP,,
93477916-2d3a-439f-b432-616d2285efaf,BR,60d794b8-aada-4e78-927c-8b3311dc5378,2013-05-10,,VP,,
e076c618-216a-4687-bb09-21651ad08ce9,BR,ac2eacdc-3b84-48e0-b467-ac69eae16800,2018-02-12,,VP,,
660f8391-ab80-4372-a161-9a0e70dd3884,BR,28acc83c-2a81-45d1-acde-afdaaa5356da,2013-04-03,,VP,,
2c8006b5-6c79-40d1-a6ae-8b025888bad3,BR,46d982b2-ea44-4622-972d-700140317d28,2019-06-06,,VP,,
eb9371d2-7306-4956-bde1-60e5b30e40a6,BR,69029100-48dc-4134-89f6-4926a9d32249,2020-10-09,,VP,,
851ed7d0-400e-48da-ac4d-c525b1357cce,BR,05ef0eef-7c65-4a08-9200-3535c70ad9f1,2022-01-27,,VP,,
8e1e0059-cf64-49e3-a01f-bd4533e85f43,BR,127bf795-f868-4615-8da3-56b0249726af,2015-07-17,,VP,,
f7a2b4d2-dc6d-4108-8257-084d7387993b,BR,e1732993-a269-4854-877b-a5a891307892,2022-05-10,,VP,,
01a4d400-9202-4d86-ac28-57c390e775c5,BR,9325245d-c4f6-4624-88ae-08287e994508,2011-03-15,,VP,,
6ae01c45-d015-49d1-a371-b2ec92a64d73,BR,427c0514-912b-401c-aa94-9b1ad976e1bc,2010-06-14,,VP,,
2407607c-f173-4d0e-bd58-42b35ce18784,BR,d86306d4-9280-4c03-b0fd-82b7eeda1a7d,2019-03-05,,VP,,
718f1b31-0e3b-4e5c-a8bf-bb0a5a665b96,BR,532bd9a5-3b5f-4b9b-bcce-49539a3580f1,2016-12-04,,VP,,
672fc285-5b9d-4f1a-9977-61d0b6fb4371,BR,33ee746d-ef8e-40a8-a86c-0570c374e63c,2022-08-18,,VP,,
08eb831b-b660-4771-9a73-b3fa60a597ef,BR,ce78ec76-d233-4975-abe2-7488d020d1f3,2021-06-09,,VP,,
39c50379-d2de-4be5-91dc-a4e38f9c9420,BR,53fd19f5-fca7-4025-8fae-619a4a00119f,2021-07-16,,VP,,
8e549229-b11e-44fd-977e-604da5c103de,BR,2a4fbd3e-e0c8-4d1f-858f-bd40714cb12a,2013-08-19,,VP,,
8247558b-64b0-4de9-8116-2b619a9f107a,BR,8e7e1d9a-5fbd-4c19-9423-d36d0d512f3f,2018-12-31,,VP,,
25cf9550-94d0-4c47-bc0f-31ffc5a7ea57,BR,eeb52a4b-4598-4022-893b-7a1f36486aaf,2010-01-28,,VP,,
cb8c6613-4d9d-42b1-9bd7-0fd713977dd1,BR,f5c1a213-c5e7-4b1c-97e7-5e5de844628d,2015-07-18,,VP,,
8a3557d3-ca75-4357-9199-5eca72fe80a9,BR,ec94a942-ffa1-463b-85ac-5825034efe9a,2022-07-30,,VP,,
746d1347-be1b-4752-87e8-1b1a62b0c090,BR,49bb2bb9-1ef6-4e8f-b6f2-62f550b59690,2010-07-13,,VP,,
3e376bb1-84ef-43f4-bc4b-e8eb84fd1bfa,BR,604175e2-8456-47da-8242-c0ea7c0640a1,2011-08-15,,VP,,
80fc7122-0bea-4604-b6f0-bbba71aeffb8,BR,9bdf9169-0322-4fa1-9c46-c036c46fa0aa,2016-10-25,,VP,,
32f4c826-04ba-4790-9cce-ab8ad62272ae,BR,a8bf0d0c-2e63-4a28-8df0-f5e09c06fd60,2015-02-01,,VP,,
d7db6aba-9fa6-4606-b669-28d448efd1b9,BR,b1d12715-9cbc-4c83-8a44-dc904cb74116,2010-04-23,,VP,,
256ea2a9-8beb-48ac-8e85-f64ae7c49437,BR,71b12fc9-2e2a-457e-8882-f787b28b2a45,2014-10-04,,VP,,
637aea5e-ff9e-418b-b348-b6b1ca7d38cb,BR,67bd25d2-bd51-4876-8bc0-60639d312e68,2020-01-17,,VP,,
975d2f5b-1116-4922-9e87-11ac43ac1540,BR,4c6d2837-dbcb-4331-9a8f-1e2e635ff84b,2013-10-26,,VP,,
5c07fec2-f34e-460e-aaa1-61c7a4b95ced,BR,c0b5fd65-d9bf-48e1-b786-296069064d26,2019-09-30,,VP,,
d4e3f2de-6993-4901-ac6d-d327d280f954,BR,93152446-0896-46ac-a23f-1198ebce15c2,2016-02-15,,VP,,
0ef9e86a-34fd-4ec4-9ad3-eafc22380688,BR,c2912cdd-513a-41e3-916d-28fd37cb8724,2020-08-19,,VP,,
b454ab9f-bce6-42f5-b026-e3bbff9dd415,BR,75890664-1693-4ec9-9d1d-671d543776b8,2018-11-26,,VP,,
9631cafe-be0a-4138-a15d-2d3979eab89b,BR,99979b65-ce6c-4c4a-9f2b-7ab948a93ea4,2020-10-07,,VP,,
fdf6d97c-96c3-4bcd-b520-ce8a16c7621d,BR,4d200d1a-49ba-4730-9e24-10fd65e9124a,2018-04-03,,VP,,
b346be67-92b0-4a1a-a406-202ed1776a0b,BR,1ff4aa15-dbaf-497d-8647-d349f13c24e1,2010-05-13,,VP,,
2d883fb1-3195-4db8-9ebf-8c14dd2f3f43,BR,17922627-0f52-452a-b063-037672dfa77b,2022-10-10,,VP,,
2c2102f2-fb64-4674-b2bc-a413b7613959,BR,6b7913d4-12bb-4d9c-a2dd-b7a8423b38d6,2021-07-22,,VP,,
44eacbee-bf19-4a06-ac02-dff5e7de7e9f,BR,cbfced0f-32b9-46c9-a84e-c9cd63c64d82,2019-09-10,,VP,,
942114e3-6a77-4f58-9d95-1a028586fd5b,BR,d129a66e-c069-4bb8-b9d8-ef8fedc92602,2018-03-08,,VP,,
1767539c-a769-4ea2-8f28-e64e5646ee50,BR,c1bdd132-6a84-44c1-bcf0-9d0a495aca5a,2019-01-07,,VP,,
dee08010-996a-4516-a14c-e961e98e5c90,BR,7d456a78-4bc7-4de6-8c28-1f23deb6a400,2010-11-08,,VP,,
ba4df696-bdea-4b04-8d92-21cf7a134eae,BR,22a00a80-7643-4b85-8074-0ec65340dbdf,2022-01-09,,VP,,
1d44a9b3-3b7e-49a5-9cf7-9b27e8135df5,BR,afb23f7f-fa71-42e1-83c1-b5fa697c2f7e,2011-02-06,,VP,,
80bfbea3-ffa6-4385-b428-87373135805e,BR,24323f13-c3ef-4339-b7bd-803114c1c611,2014-05-16,,VP,,
0c4263e3-f8bc-434e-85c0-529dbb4e1798,BR,dd468390-c2ac-4651-b4e5-7f13c1232d08,2010-05-02,,VP,,
d97e54a7-756e-42ba-a8aa-0d560102160a,BR,26dd40ce-bb3e-4532-b04c-4111b72544c1,2012-01-21,,VP,,
e75b5a9b-0b28-4856-8361-4fe9f66a2936,BR,5093dd89-c8af-4b7a-adbd-7af4eaebe4b5,2012-11-25,,VP,,
806db431-954f-4fa4-a769-69bd92dde574,BR,cb9d1537-f49b-4e7e-86e6-a63b2c536f8e,2021-05-30,,VP,,
e85e5a03-b337-444e-bfb8-b5577830cf0a,BR,4dcab1da-d35e-4fe7-94b3-ea78249f67f6,2022-10-08,,VP,,
17f4ed74-b689-455f-a38a-eba29e10df08,BR,d6f48cb7-c2ac-424e-9883-0e49079494fc,2018-11-13,,VP,,
1b973782-adb1-4521-b82c-653482752125,BR,c385bfc9-3740-4a1d-85b9-1894ece547a2,2013-05-29,,VP,,
2020cc93-71f4-4de4-b4a2-1f538b8a0339,BR,797826f4-5664-4fd9-9956-029b49e3a118,2010-03-17,,VP,,
528b42d3-2fc8-46b8-8992-026e9ce86de5,BR,edc69f29-64c6-43e7-bc9e-b321eba965ea,2012-10-06,,VP,,
52592565-b18f-4af2-8f87-65b1c9596b48,BR,378b7aa2-44fb-47fb-9d75-c50f5fc23e26,2018-12-27,,VP,,
33191ba7-026e-469f-8f0c-1c7f3c37ef72,BR,243041ba-d6b0-4d07-bf60-d36e0149e312,2016-03-25,,VP,,
1ae226b0-b1cb-4b24-bb4c-587a8b54fd3d,BR,a55b1d20-a090-46df-8fe7-c4d8d9b71ce7,2011-03-29,,VP,,
7b3be175-b606-4ee8-8b68-37838e75af1c,BR,e396bd42-c029-4224-872f-9fb8b42531f2,2012-02-05,,VP,,
185804db-0b6f-4972-bde9-0a3640773111,BR,025c0d07-9a89-488d-b4fc-2906ae47bc01,2022-07-19,,VP,,
cffba971-4083-48f0-b1ac-427b8413c623,BR,dfb7d3a8-37a7-4c15-8b37-6522575714c0,2014-02-06,,VP,,
04688987-98ba-49b1-bf36-70587323a8bb,BR,b82c8de3-feaf-4c20-ada3-8fd5d2a672c6,2020-10-21,,VP,,
656f3751-2291-43bb-b719-9b4c863e0897,BR,b0b80426-3b7c-4c78-bf44-807f5a5ee4ad,2020-03-21,,VP,,
9ce84832-1371-4fa8-b136-3b0b3be445b8,BR,b366b4a8-6635-4426-b145-c483b6a66de9,2017-10-09,,VP,,
a9c23f19-de78-4ff1-9928-216429ded9e1,BR,d0da07b1-a2bf-4fb2-8e84-0433c72e8b77,2011-05-05,,VP,,
a3c243ca-5ae7-4383-9d87-046f4bcfdceb,BR,ef14a233-9702-499b-9be5-5cbe7f32960b,2016-08-20,,VP,,
5393ff18-1d85-4717-b9c2-748b07b07a9a,BR,edc8ce00-9b1c-44e2-b8e5-771f7173d2e3,2015-04-20,,VP,,
0e053281-b47a-42dd-9479-5db48b342c4f,BR,c7da94d0-b918-4999-b849-7e8e17514437,2017-07-12,,VP,,
6565b0f4-f70a-4fce-a37d-f0497c2be99f,BR,d0a5a94d-92f4-4d94-abbb-a92b01256fcc,2020-02-09,,VP,,
e995a0e4-3949-4fe5-bef9-53ed6d65c760,BR,372b13e4-6185-490b-8513-98d09a92a2ac,2013-01-08,,VP,,
faa33ee0-0295-4e0e-8248-107a902f3e8a,BR,4d27c7be-7c8d-4467-b3eb-d375825c2505,2014-05-19,,VP,,
922c89b4-5bce-44c1-b8d0-5b572157b633,BR,f8f66a90-028b-4a4c-b1bb-6e445c765d59,2018-08-27,,VP,,
76378c9a-81ff-4eb5-b789-321cad9e2e95,BR,5c634f95-8853-455a-bc3a-643c904d648e,2020-10-20,,VP,,
bd2b2fca-2cb3-42f8-babd-4cdfe20d5ca8,BR,6a6913d6-45ac-440d-ad86-a9c57966734e,2014-09-11,,VP,,
674dcbe0-2e47-444c-8f65-484e368b3111,BR,14e38144-9fe7-42a8-9f44-c829cdf24fd5,2021-05-12,,VP,,
849f890a-771c-4516-9c79-c03c1f662bd4,BR,221c8734-25f2-4736-a4e3-1ae174982cf9,2016-02-22,,VP,,
4aa4b80d-ca41-4d6f-826a-75b2b7041d08,BR,9599ab23-2c32-47a3-8f66-8dc36be72d32,2017-12-02,,VP,,
47b54fce-a0af-46cf-a49b-d1675f44ff93,BR,f93280e8-cc4e-4d68-a618-6176b98a2b95,2016-06-03,,VP,,
e1c29d97-7326-47ff-9e05-df13de0be26b,BR,56f98324-e759-4926-b769-1e4e88db97f8,2014-08-26,,VP,,
62589db0-0a04-43bc-a838-4bac006642aa,BR,5d2f17c2-ded3-4b36-80c2-be352c86f6bd,2017-04-25,,VP,,
103fd5d3-2088-48bd-8ea5-bb78956b0370,BR,f6655b6d-e86d-413e-94fc-39a55b490fe0,2018-01-06,,VP,,
4c9099d0-2428-4326-b690-92a6038bb1b8,BR,8ed7d76b-a7a3-4874-a840-bd6f8974b3a6,2010-10-06,,VP,,
7a1e38b8-aaf0-484d-9e2f-3aeee7e85b38,BR,d55601e5-d2ed-41a6-84d0-22e7b23c9eac,2012-07-29,,VP,,
de130e61-9c84-4f37-841e-fee4f04af3d0,BR,05a773ad-7fce-40a8-a576-dc4042895140,2022-06-03,,VP,,
84cc0a7f-4cd9-446f-a36b-8cf3c6941803,BR,be9ccfc6-f7fa-4dec-85fe-2c4396fe816a,2014-11-19,,VP,,
2bf8ec23-cc75-4a33-aab4-5a24e9f9d601,BR,bdf8bb42-a2a0-406d-9ebe-e8a57cfcf478,2018-11-01,,VP,,
e5cd6b1b-4ac2-4fa0-b847-678dfb6f02b7,BR,1b52587e-66e2-4262-9cc4-6ff9ae897963,2012-09-12,,VP,,
0439cda3-bfc8-41d9-bf96-4022af8d1e94,BR,02cbadbb-caa6-4461-99fe-d517a543daa2,2017-09-20,,VP,,
9a2ba5ea-1e2f-4509-9b12-3e7f313f19a2,BR,48b9779d-c032-445c-a81b-beaaa1f78765,2020-11-14,,VP,,
5881ff9e-6301-450c-9979-0b38165e2f1b,BR,7b96b17f-c682-47bf-ac77-946671013f61,2015-08-29,,VP,,
d4fd6983-dcda-4484-b0c4-55728924f7d7,BR,80f18f57-dfde-4332-b372-178d7c43e6dc,2011-03-01,,VP,,
4f4b555d-9597-473c-8395-0c46a4f20549,BR,4d483384-4dca-4c5a-aa59-527eac5b6300,2015-10-07,,VP,,
a8f1bceb-bb1f-413e-82bb-67af5492d563,BR,1b2949a5-4f03-457a-9776-4ffbb8046920,2018-08-14,,VP,,
66d767a0-4353-43be-88df-76c0601b7c47,BR,3d998aa8-0a9d-478e-85d7-953fa69a84a7,2021-02-13,,VP,,
e9e1b74f-cc4a-4d84-b2ac-c063c0df7559,BR,e8e07f65-3413-4154-ad44-08962db51298,2021-02-03,,VP,,
75474634-6fc1-4745-a217-f514564df116,BR,1bb52c6c-c0b5-4ecd-8097-3c4c5e4a07ce,2021-05-24,,VP,,
0c68a635-a9b8-4f5e-9a7a-182ef90ea984,BR,a9de78cd-3e4e-410f-9358-c2f6e0618b9c,2013-03-20,,VP,,
d062a13e-9474-4fe7-be21-f651abc15ce6,BR,b6893544-7e49-41f7-a8b7-f0c4eff7c2aa,2018-01-28,,VP,,
f2a10c1a-6d37-4a07-a81b-ee8c7f4f7705,BR,9ef439c6-ff8c-41ec-b9ec-67a2a4361034,2014-12-15,,VP,,
f379a6c3-17f1-4123-bf33-85fd4cd3df5c,BR,7f61d530-8faa-455d-9df5-f606bd6cc635,2011-03-13,,VP,,
505d1834-a957-47e2-a7cf-1f92c1acaa37,BR,2ce960c5-dfdd-4b4f-b4d5-e0c5906b9ca4,2010-08-23,,VP,,
2e446d69-3909-4eca-86a4-e347c7ece37d,BR,044796a6-55a2-4af7-9b9d-c6c71199a9ed,2015-11-16,,VP,,
0072c8da-da66-4b47-b963-673fcc464906,BR,d59a9031-9d81-4ffd-b03f-63f3d653e419,2019-10-02,,VP,,
06a7c439-a813-482f-92ae-db3fbde440a5,BR,8b15dd35-9742-4ded-a8e7-eccf0708f480,2016-10-10,,VP,,
e4f84b5d-1640-4aac-8abc-d58d608e88f3,BR,e84d8020-9a32-4e78-83f3-5d5a3393b37c,2017-02-23,,VP,,
5c6e0f2d-9a38-4ad4-88fc-f1a5a45fcc55,BR,153c4efd-136a-4b98-bf19-cf8e6cef5a30,2016-03-25,,VP,,
7dfa50c7-20f7-41af-9606-e12a4dc74727,BR,85bdb69a-c9c7-4880-958a-1e05809b833d,2014-12-21,,VP,,
a997a555-de7c-479f-bf76-fcdf0400aee7,BR,6e2a2152-001f-48e3-ad04-f5e68fa25f15,2020-12-09,,VP,,
bfc335f9-a9fb-474a-afc5-c9a6f6ac2fb0,BR,a2a50d4b-fc23-4e9b-a97a-97c916065b26,2013-11-11,,VP,,
58076273-a5c4-4f45-b6df-9b9c7d7b5712,BR,c5e32ef4-4a98-41bb-a3bd-ccb2de08955a,2019-04-03,,VP,,
63155058-7278-44ca-b6d4-5dec5c27cd63,BR,cd75cb8f-2ceb-4ec3-8671-e16dcc33eb5f,2013-08-30,,VP,,
9af1366a-78e6-4f83-8785-0147a55d7d58,BR,4eb9cbd4-c5f3-4bb8-bde3-193426702640,2010-04-28,,VP,,
efca2300-0b80-4b46-89b6-e622fc77a026,BR,54733047-4d62-4d6a-a9b6-c14f017273e7,2015-02-12,,VP,,
280494e3-061f-421a-96ab-1a71bc42d96e,BR,f77276f4-f575-4c5e-a0b8-3f954e899cfa,2014-12-19,,VP,,
7e265ace-a776-465e-ac1b-b910ee0cb8cc,BR,450fd764-5ab9-42f7-accd-3b64725b35da,2014-05-07,,VP,,
7efd8a93-ef5f-4d3f-b4f0-bcc1ce1fa30f,BR,83c1d92a-5655-4268-833b-c5624d0a3e87,2011-06-27,,VP,,
6498c619-7472-443f-89b9-eaba6c83efe9,BR,0e9c3f0d-d1f6-4178-bd73-5cd1e65bda0d,2016-07-02,,VP,,
423d8cf3-c06c-46a0-935c-5b222ceacae1,BR,027110b2-3126-4f31-839e-bcf2c46a10f0,2014-03-07,,VP,,
9ba1b516-3027-4391-9b19-1c756c13aefb,BR,a6536215-5774-4428-821c-492e29220900,2019-10-08,,VP,,
5a3cde98-1a0f-475a-9cfc-af30b8c44a6e,BR,f1ad47b0-4725-4b03-ad36-0775368e86f3,2011-08-25,,VP,,
9908ed1f-b86c-41c8-b8e5-f13bb27677fd,BR,115cc5c3-2422-4b09-9c69-b63b17efb735,2019-11-24,,VP,,
c926b122-b3b7-4563-9e5c-53f69a319859,BR,ce9f65a2-47b5-4ba4-9991-98acc7585abd,2015-11-20,,VP,,
