br_id,account_id,relationship_id,relationship_status_code
9d8ee812-9948-4783-9789-718ca144cb7a,a79e6fdf-5c59-4936-8008-15764a4b5ef8,51bfbd54-b69d-4f41-872e-e5f9d1486279,1
d80e8c76-f990-4c76-bcd6-f5468cc2c083,2bde4595-178a-4daa-adda-e28deb444bd2,80bb817b-24fe-4dd4-8938-c2843e4b482b,1
564dc31d-d6b8-43b1-8da7-cc2034e9950b,555add69-5a26-490f-9c42-6859e4da1938,728dbb9d-12ca-45b6-b1a9-8e15095e8dda,1
fbab60a6-37f6-41c9-8b09-fe66ccaa074b,80136469-4795-4959-bf9b-af76e2e98bea,238bb96d-d0ab-4b4c-9a41-3a980b4cfca2,1
6a8ae924-ee25-463c-9513-17de7d10f1ef,b3763742-fb3a-4247-bd6f-683dbd6b1689,8f78a103-c489-4316-8974-5b6fc7897103,1
e8f150fc-4704-45e9-853a-4f0d916a379e,2ad7abd4-3edb-4cd7-8881-20abf293d30e,423724d4-03e2-4664-b441-96589149bdaa,1
9a2fb857-11a1-4410-a4c4-c4983880da02,92f15e81-1c08-4946-9e6f-561796caf3dd,b93d5726-e4a9-4b9b-aa9a-c090fcde96fb,1
bf750a16-487d-43fc-9723-538bf831e582,4cc758be-e529-40cd-a595-ed9a8838107e,854ee9e0-cda7-4c5f-995a-ec035c459d0b,1
2b2f5b9c-d90f-4b89-b62a-8a20f0f5cb7b,06fcd3e9-333c-4fc2-a6f9-479d0c9a1d15,90acd263-b925-499a-b740-3ea21cb08d65,1
78392265-8bff-4b4a-8988-3a3e98153b3b,9600ab8d-8a13-4d09-89f7-c0d949c9501a,0e31196d-2a86-4f66-a011-de3029a754d9,1
a3cee198-dec0-41eb-bc90-2f3af24963fe,1b6f59f7-0a82-4787-add8-82e7d1ef19ae,a433c95a-a2b2-4b02-b124-c3e29f9677d3,1
c02e0142-46e6-4add-b2ac-7358e0161838,4b893f45-1fa6-4767-931c-eddea55ff788,b193e029-7bed-44f3-ab42-097a05f17318,1
ce1b31ee-699e-48b0-8e45-8ef53eeb756f,8b478d93-40b9-4a17-a3e3-14b34daedc1b,0e5981c8-efa9-4e36-812f-f576b22f9c8e,1
5930c239-51a8-481f-aa3d-81233f14c537,c8b2209a-5872-41d1-b366-3d6dadaa0894,14163f27-0051-4f11-a3d5-a56eb9dab152,1
2eb257fa-8b6e-449f-9503-1141cc9d0066,0c34af15-29bf-4715-b85f-38d6ca3450fc,e954457f-188a-4bc1-9d13-ff059518ff74,1
5d604fec-505b-478b-90e0-3481575da8f2,57c0ac27-9900-4b8b-ad78-c8825c5c93c3,3d804516-13bc-4a4d-a7bf-084dbd3dba1b,1
da40be54-81bc-41f8-a38b-a78a149d6627,9f9253fd-1d55-42ab-b801-52d795e05c40,03c8d328-c592-452c-af11-30ec5bbd43e2,1
bac2eede-1b1b-463d-bf30-482081b4ca06,12f7116c-2e3f-4c8a-9263-03ecc5aac275,20df1692-8afc-47dd-a4e8-407b9ec2373e,1
4af2a480-729e-4b08-b70b-2fc9eab1a39a,8084b13e-f253-4ec4-b1a8-ae4bd543aaa8,6cfb872a-f530-4188-919b-4916fa7c98f7,1
7ca888e4-9371-4b69-b727-68cda898414e,af636a72-38c2-4303-a05d-d509b2d9c3ef,68e0eb48-ca49-4017-b47d-7a7112bfc067,1
59aa59a9-3814-4ef1-a112-3f86da22bf95,5486c37a-4967-478b-9f07-60592bd71b65,96c7e733-7275-4af6-a926-250324af812b,1
7e58edd5-073c-49f0-b245-823efdc3f0df,4497a1d4-4b40-45e8-8f1d-4c2d98bcfd51,fdb71930-1324-4dc0-b4b0-ae14e1dcfb58,1
7aa8572d-3d06-4be7-816b-b68ae4e7fc20,9bc4c8c8-f121-43f4-94bb-efc4ade74128,23a39302-3316-4414-aee0-858ed117da54,1
1ac161d9-28e3-4e79-8694-e825fbf8a65a,537c62f8-d8d0-46d0-9feb-ab313dbb4345,2ae9a488-7896-4e8b-a9c8-6dc7e3cb65b4,1
003a523e-4a1b-4348-8c0c-8baedf3be60e,6d0a08ee-dc15-4428-9387-702391425ee6,83e6fa90-5fe2-4c61-9ec8-55e1af20e9c2,1
d9e7a8bf-cc8d-410e-b922-564e0cbc1531,2a1c6810-302f-4489-a7a5-18f3d4b667dc,c9092cf1-fd5f-43ba-96d6-c75ff94e7273,1
b9aeefff-2efe-4623-8c18-4b2c57c1851b,4a131e58-3b16-40cd-8a2f-722881ee803f,ba6a913a-0669-4522-b3e6-39cc14dda31d,1
ae9e5fee-20a4-4269-aa80-542b7c61c33e,6784f7d2-173b-4acd-ac67-3c005bae2cfd,2c98db17-0c3b-47f5-b4a4-95c129245d0a,1
4ba6f15c-b94a-4248-b2aa-5272cf3629a9,4fcbfd92-1e17-4325-9f68-d4f143f157ee,bd07daef-45e5-4504-a36d-fd6e117448c9,1
609579f7-3512-4245-a259-6abd4cc4d60b,651d735f-d1c3-46ad-ae11-74e8f6214e40,2de9180e-a0d2-43a9-b776-2d10ddc65c2f,1
20624e27-b5f9-4a29-a481-517738494150,4fb6fc44-cbdb-45df-b865-b73e23543964,a5c8c51b-75dc-42fe-ac67-76ab83ee7a4f,1
14a56fd3-6e42-41dc-a803-dc25248b610e,6df4e1a8-b1d4-45f9-82a9-490abb0ce228,43f29fc4-2733-4e98-8328-cee69773ab39,1
1a129ecd-2ede-44c7-a245-f2bdc142c410,7dad22e6-aa3b-4104-9d75-b804e8fc0505,f827bf25-b173-496a-986d-d4f693733a41,1
c016019d-c790-45f2-aa39-8ab0a742cc13,eb59e1a0-2d86-49f0-a6fe-6cf01a25735e,9b127f66-22ce-48d0-bffa-b9cf757f00f0,1
f61f5169-2548-42f6-9f33-3eaf69ceab3d,d3e8366e-7b24-4649-acc3-1e1bc7ba0498,eec05f6f-7eed-4b4e-9166-a2484ba8d5d7,1
eecb9828-0e81-40db-ab5d-ec192ceb9b6f,968326a4-018b-4c5a-95fc-b3bfa34b40bc,a34ae101-cfd8-42cc-b213-9045a8c93744,1
5c209b63-b1f4-4c54-8b4e-0f873bdaac8e,f90f5c3d-ee59-4892-bcfd-d3931a3c91a6,0870c285-479d-4336-ba14-43373825026b,1
0b373dbd-f9bd-4098-8188-a79686183a44,55fbbaa1-6b4b-4bdd-8b3a-8a47c435701e,586e333b-7d78-40e1-979e-40638b5c26d1,1
c6a3febd-0ccc-4c5c-910c-f83a87c0bb12,7acd464d-8dee-4c3b-9e84-e7ff29f8e81c,af6e1efe-5942-4db5-9184-8a9e6dae510c,1
530f895a-6433-4db5-8d07-05f12088b566,54842cac-c658-45c6-bcab-01bf735f40c7,96b3627a-ea79-4d9f-a936-4564c2a23e29,1
3a036538-a70d-4a8b-8b2b-95294cbd6959,daa3d228-6fc2-43b3-97a7-c96d6dad95aa,4d6f9a02-0039-4644-8b2e-18637c4bf015,1
cae91107-cb2e-46d3-9055-16354c4607fd,fe8130c5-0a03-4dac-8e7e-233dc8a39653,c17eb6a5-3676-48cc-b35f-4ef0606d888d,1
cb8c1ebd-234a-4c3f-bfe0-4d20a54633ec,efb364bc-b7d3-48d8-a28e-ad62830c4b15,bc184e5a-d4f4-4862-961e-f5389e94af31,1
d1fa7177-5f4c-43e9-bf19-0b34133c3139,ef30ef8d-dfbb-465c-8c3d-4aa9814445e5,304dc6ca-bc16-4842-b4e3-9b2d9aee067f,1
6bef360f-2329-4638-960c-82b7ddd8e6bc,8394de95-df48-44e0-9f2b-4efa44d6b5ee,9486c854-3f5c-4f5c-be76-eb85608f1d33,1
d179d491-a864-4408-8543-335d298d45ca,db59730f-c17a-42f9-81f4-5622b9c98954,45b8073a-c35c-41a1-9e70-3d15d5bee6a0,1
e854cf9d-8f28-44e3-aec5-576142a9d3f4,94808410-e50d-4f9b-9947-6f7b5f9ab3e1,98e5d2ec-5738-4be6-935f-c4d3ddebc5f7,1
676d922c-558c-4f75-88af-24b9359eb521,8e2fea27-f232-4bc0-bc6f-12b0ac59d196,864ac497-8297-41cf-a220-d1839d1b19ac,1
92ec2e41-80ed-474d-8817-c07b7c6b04bd,0e88bdea-16a4-40fc-9e96-f51b971cf3dd,c9277dca-a984-435f-b08f-ad239af9af13,1
74c7e4b4-5c2b-4d21-93d2-81bb8f66e279,e2043ac4-c8af-4a0c-97c9-3e8ae413a110,c76344ac-e14a-44e1-a854-5633aef90e43,1
7b89a982-f59b-4bd0-8131-82bc4c397912,456acc9d-4d2d-4586-b66b-3f33cfa08fc2,e0debed9-d5dd-4d9e-880f-81bfbe9c2241,1
d44ab849-4fca-4143-8195-bd4c5f889e1f,38cb857f-aec4-4174-95d8-8ef681ba1809,d53273de-2bb3-48ae-8ed7-451fb509e816,1
43190cb6-8f86-4554-9db0-304e4a1a3e38,bb048dd3-fef7-4614-8447-13f55b62f6e2,1af17fc8-1eb6-4c41-8eef-186c0465f67f,1
dcbab969-cda4-43cf-ba3f-a63e7c3ec7aa,651fa431-9388-40ff-9791-dcde7e7fdd83,bb63d2bf-21b0-45b8-a15e-cd0b042b25d1,1
5a0c8e44-ea30-44a3-bfe1-e557d063fe52,688f64fa-3d2a-49c0-be09-f9a5a3d44001,b9370249-9801-4013-80f3-df898e2aec16,1
4f0d9c68-596d-4505-ac3b-da2d5fc2912e,e34a984c-136d-44ed-be58-6525e4bd657c,b155fcc0-88fa-4f19-a53c-16f595622909,1
a51d38e2-7314-4084-8e53-9ef6b2e64e02,0f6d906b-2647-4226-b6e3-8ff7881728e6,7698e63d-82d1-4e07-b950-749deb16d199,1
b1291146-7783-4809-8bf7-8faa047a3534,de342f97-5f5e-49f3-9a0e-5ceb77c84911,841dd85f-2823-416d-ba64-78e650578774,1
a136bada-fdca-4855-8e36-8915dcb265a4,95e4608c-bba5-4883-9412-b7c0b59e598e,76594585-1e8a-44ca-97e1-e6bd2a159888,1
56887a74-cdba-41fc-b7d6-c470c4a59115,521c258f-80e0-4e5e-af3d-28277a41732e,2787d3a6-b3c9-4bd6-8e3d-304665f47c78,1
e8f6ceba-fcac-4a84-a6f3-02c909d42c6d,e5b96034-31e9-4b72-8619-d1c223a73947,9f5278d7-6ea9-45f4-aec4-ef1a38741992,1
0f15746e-5b86-442c-8c61-0b16273e3898,9f937c6f-188e-4eb7-b158-b61a15320e69,15329170-36f9-4237-992f-9878b6176c6e,1
5a97293f-a4e8-45fb-b81f-4ab30c9a6083,8fc2d61e-4b2a-4f6b-a9b6-c378df86bbc4,46995f82-28a7-4d4f-93f0-f8427ae32fb5,1
5182e7e6-4d9c-49e4-afa7-497eb00d6f68,0387db81-d81a-4b6f-8dcf-4db2e0a7adaa,a5a0320b-5718-4397-974a-5f9188ddd059,1
c313f05a-f8f5-4965-b2ff-040e8437e712,57bde91f-0a2f-482e-935b-b6d17836af97,e323ec22-d307-4a6f-a607-fd5771794ade,1
9ae58ab9-8f0b-4224-b22f-74599c132053,c60bb349-6af5-472b-b8c1-0668260f0bfb,891819df-fc2d-4fd4-9ad3-2cc8df47b4e6,1
4a76a590-6d5b-4010-b0fb-9205693ace07,948892b9-e6c0-476a-a93b-2312cafe2d02,ca4a94fe-227e-4cdd-821b-fa5ad72e609c,1
0aba1cf6-4bc2-4010-913c-bd34d6e7032a,5f458627-8402-40e2-b0bc-d4d3adc72724,4656e9ce-1c8d-49ba-bf8f-8e131c08a6b8,1
a2a5479a-72cf-4d1d-9b63-2c79fc0cf537,a991754f-99ec-4aef-8794-7eff981fb734,aa3d4aa5-151d-42f5-8bae-3c94c804f6a9,1
8f6f9866-885b-41ed-b444-402f89e77259,78bde729-3ec7-4f61-bd2f-a83959ae0c3b,a24ec679-94c7-4c4d-a0d7-7963c0f7ba89,1
1db51c92-f607-47eb-958e-8d474d280693,34c32870-6aa3-4500-a568-01cc98693b17,a654cf1e-02b7-4bdf-975f-41c51b11caf8,1
c7368b52-f3ac-43a6-8578-c169fc8fed96,4b02bb0f-2571-47e5-8ad1-d0febad1f77e,7658d561-aa4a-4195-9e51-0e8a02f43be9,1
94fbd241-ee65-482a-acff-484d0bc21b30,7d0b17fc-668e-4335-9762-ef3e71a93321,8cc659d7-314b-4251-b0dd-e14e63468ebc,1
d5c74e9f-bc6d-44a7-a05c-53e2f147fe2e,2a11d72d-41d4-4c44-bf5f-1385a9accedb,c30200a5-b5e7-4926-b92e-401e2476ed0b,1
cc746b91-ff50-484f-89f9-eb1a523d7e0d,d8a25435-f422-4b05-b5d8-9dcf23987775,dff83197-971f-4535-a694-1d54c2bb72a9,1
4ca44e9c-d0dc-48a9-9379-41b966774aec,7e30deed-95d5-420d-be32-56aab5c6a853,3bab375a-7a5b-4fef-815a-882bc7e2d81a,1
cfdd6d6f-e0c4-45c6-bfb4-2ac80f4b26f1,c004b533-5717-4cf1-8b31-43ab548bb748,afe5c3bd-8bd6-4187-a392-ad5def9e297b,1
f4fbee09-5fc0-49df-8a4f-095f59d6ff1a,48e8229d-0ae7-4355-b581-3566b2a80c2e,72f342bf-2e87-487e-827b-4be548f695cc,1
7f879cae-9597-417a-b6d1-fe77e5a23100,19a3da85-c75c-4222-a64a-562dc75708fb,54268e2f-42a7-4f28-baef-097db74abf16,1
0bc3c6fe-a5a5-4635-b2e5-a61caf1998f3,0f53afee-22a8-4191-ab91-a7f067f75877,7a08d58b-7725-4e1a-b154-10a48825a206,1
974c3248-9e49-4799-a103-4c1b4ddb388c,a935d00b-8899-4e05-a5fc-f62199b1f972,2808e546-a28c-4224-aca2-2459884a32c0,1
f6dcb3c5-4229-45ac-a6da-a4cd8afc118d,7b3f838e-3853-41b8-824b-56302b2354b8,a02282f6-6dcc-4053-8ce6-cae57c879f21,1
3cec9a2f-b09a-4eb4-993a-bf4af38c1d4e,f98b8f8e-fdcf-4677-9f71-d135289d2789,30330d2d-273a-42c4-87a1-66b3979f285d,1
20ee5b69-294f-41cc-bf7c-a853b177d777,1f2391ce-291b-42c8-b809-9bac5baa3dda,eb614d7d-bb08-493a-988b-e96f32b94711,1
60d794b8-aada-4e78-927c-8b3311dc5378,163cf098-9070-4dde-a1ee-845e41f3129e,b7a1b2b5-42bc-4b56-8bcb-d5197524364e,1
7c3c87ed-daf5-4fee-b6f7-2a061e01d5d6,5ce01fe1-ddf1-4315-ad9a-5f26781be49a,cfc41315-c5df-4892-9559-9622134d28da,1
ac2eacdc-3b84-48e0-b467-ac69eae16800,6f45c78f-07ac-46cf-b0b2-0b299391c858,0b7a2613-ef29-4443-b344-210c76f81ab9,1
28acc83c-2a81-45d1-acde-afdaaa5356da,a6fa0e12-d33a-40c6-a532-998d0e02045d,67fdf5fa-0c8c-40fd-9640-ef17d73286a4,1
46d982b2-ea44-4622-972d-700140317d28,b62c52f1-3ecf-43b4-9a56-02ecf4dc0c66,4f785f41-dbc0-4de0-9c1b-9caa934bc1db,1
69029100-48dc-4134-89f6-4926a9d32249,d523afcf-fb43-439b-b530-1efbc0a171d2,f34c2f4b-86bc-422c-b04c-e31d3211616a,1
05ef0eef-7c65-4a08-9200-3535c70ad9f1,05ac7217-c445-44ae-944b-8c93971a1d7d,051e62f8-b0c2-4192-9f5d-b181d4268e6c,1
08258d8e-8ade-4cc4-a4fd-eca6cf75979c,173aeff0-45f6-4232-8c3b-df617661290f,5e730910-0cb4-496d-a3fb-7d4f614042a0,1
127bf795-f868-4615-8da3-56b0249726af,cf05772e-5075-47e5-9829-681dff5bde67,26db0f4b-920c-41b8-9ec5-07f1ba4568da,1
391e87f3-5f7e-443e-b477-8c1ec3af73e1,c437200d-d904-44a4-a175-b66a99d844e0,e7c9814f-c4b6-474d-ad59-9b898b2c1b47,1
e1732993-a269-4854-877b-a5a891307892,925c540c-9d44-446e-b756-a75814cae540,5ad3692b-8e13-4ad1-ab41-d62b30becc2d,1
9325245d-c4f6-4624-88ae-08287e994508,c46859d1-d317-4efa-8db3-cce60b9854fd,3cdecb0d-3304-4e32-86ed-15a2d22ed6ef,1
427c0514-912b-401c-aa94-9b1ad976e1bc,eb5fd334-67c7-4e5d-b5c5-268d0452ae05,322fc471-c36a-413a-92d2-1025335964e5,1
09ab6df4-3813-4376-829c-e6c25877a74a,74c7f941-b1da-4afc-b4e1-90cc9cb69dc8,5b550925-e6f3-4f5f-b462-50409ff5eaa4,1
d86306d4-9280-4c03-b0fd-82b7eeda1a7d,a8e5cba9-c90c-4bb5-aef3-89d70c6cf4df,752f22a0-7a3d-4d06-b3c1-503cba9dec44,1
504a8f87-7496-48c4-b355-c1a059277dae,a9ca0b83-bd3f-4d58-b439-617a74389b44,1fe42a79-c0f3-4dbe-966e-b9594f658c91,1
532bd9a5-3b5f-4b9b-bcce-49539a3580f1,64d9d19a-9ea1-42ec-aacb-67d625b81c6d,25d0f03e-521b-41e1-8585-e2abfeb20dc8,1
33ee746d-ef8e-40a8-a86c-0570c374e63c,eee1c46d-bad4-447f-ba7b-f57c9b96ccb5,0db148f4-e786-4f82-b117-681c10e66ab4,1
ce78ec76-d233-4975-abe2-7488d020d1f3,52a14ef5-7188-4912-86ff-190e667e2d73,762951df-5883-4313-9c52-2922d757d972,1
53fd19f5-fca7-4025-8fae-619a4a00119f,23f1f385-b1a0-4783-8782-5045abb0bb91,3e222873-7085-4be4-8551-50333c8e8402,1
07469286-e30d-494e-b81b-b6f9ba8c9923,4cf6a12a-2563-4419-a31c-9e3a9a0c4f3e,cacaa7fa-cee2-4e7b-9855-b664e0cfdfe6,1
2a4fbd3e-e0c8-4d1f-858f-bd40714cb12a,6759001e-8d0c-4c52-b405-650ad2b3e6f3,c4ca0fd7-05c0-46a4-a8f9-3cfdee051212,1
8e7e1d9a-5fbd-4c19-9423-d36d0d512f3f,9dfd5eea-e1f9-4b8e-862a-257831f3488c,98f93813-55b9-4036-8ec4-056aa4cda05d,1
eeb52a4b-4598-4022-893b-7a1f36486aaf,1a85749e-182e-4b8a-89d4-056018c5bb73,b8a5dff4-9ca3-4d5a-b61a-2e8454923f5a,1
f5c1a213-c5e7-4b1c-97e7-5e5de844628d,7659ca5e-b820-472f-b240-5dafb2f6af2c,4448bf4f-442f-4983-ac5f-8cc3bf98becc,1
ec94a942-ffa1-463b-85ac-5825034efe9a,ccedba77-93ca-4bd6-94e4-852bdc284b6e,1a84c048-de83-46a7-9f1f-8c35d940ddc0,1
49bb2bb9-1ef6-4e8f-b6f2-62f550b59690,8bae463a-2b07-4ab9-8c03-73361d4ca75d,d27f49e2-9be5-475d-a95d-ce9c33714fff,1
604175e2-8456-47da-8242-c0ea7c0640a1,e9d3c1ae-35a7-4e6b-8dbb-32f2f85e3935,16a42fab-57dc-4fde-aac2-06bead899940,1
9bdf9169-0322-4fa1-9c46-c036c46fa0aa,8fba38f7-315d-427b-8a3f-b3e5e35e3e8b,2dec5200-df7c-4fd1-9606-3a123cf6f6fd,1
a8bf0d0c-2e63-4a28-8df0-f5e09c06fd60,b0598738-48ca-4ba8-b9d1-64a5413908e2,93a00a9b-9670-446a-a2ac-4b665db1afd6,1
b1d12715-9cbc-4c83-8a44-dc904cb74116,7bfd2d3e-87cc-4ae6-a8a2-40e177c66768,5c7c61bc-5ff1-42fd-a565-6e872ba78a9a,1
23f14e9a-efa6-417a-be97-e63034324da5,5d1edd92-6282-49d2-8303-5d496393f844,81c58e95-ac5e-42e1-b196-cf15c5a81534,1
71b12fc9-2e2a-457e-8882-f787b28b2a45,37ac97c3-dc18-45a8-83aa-e91c6463883a,d67b6d88-e703-48f8-bb2f-d8b1600eff77,1
9d3fda5c-bd24-4cdb-be1c-d28b51db7bbd,380dbbef-8382-4047-8797-0bc4c13edb2b,aaed9505-fc71-45b4-af99-160c55fc94af,1
c9de0b9e-42dc-4a3e-abfa-6231fbde4be4,a1e185f7-af85-4472-932e-12a361c63a72,b4894741-8b50-4137-be5c-9d38b3190996,1
67bd25d2-bd51-4876-8bc0-60639d312e68,d8d39fe5-73ed-4d7c-aee3-e93f84f3bb4b,abf7f9d3-d0c0-40e9-bcf7-5dde89ec733b,1
4c6d2837-dbcb-4331-9a8f-1e2e635ff84b,0036ae3b-89b6-4238-9192-af89312efd68,ce07cbf0-d33f-4ad4-9f85-5ab61cbbaf00,1
b00023bd-4887-4c1e-86f1-50b62db142b1,61bdf127-0425-4105-8417-c21c8b79c6ee,fcba7ea8-5d4f-47b1-9990-f1abe14d2d17,1
c0b5fd65-d9bf-48e1-b786-296069064d26,4c283638-468c-40a2-81cb-4bb360ff3f4a,b64f4d21-8b96-43f3-ad5e-0667abc4998b,1
93152446-0896-46ac-a23f-1198ebce15c2,0a06f568-536f-4b7f-b1c9-cc7872bf49cd,fb88bd62-e223-44f2-b8bb-221f27e06443,1
c2912cdd-513a-41e3-916d-28fd37cb8724,7a4ff60f-82ac-4de1-86dc-a4c96787f57a,e4591631-0e13-47ad-a835-016ea217f0b8,1
75890664-1693-4ec9-9d1d-671d543776b8,a4eaec5d-e03b-460d-92ff-d39c6d9a09dd,9ec8e9a8-5c87-41d2-9370-04440a0ada26,1
99979b65-ce6c-4c4a-9f2b-7ab948a93ea4,9d50b292-0eff-4199-b80d-4ceaea43cc09,76e3ca72-f8f5-4a10-938a-fc07a1efdaea,1
4d200d1a-49ba-4730-9e24-10fd65e9124a,38a102e2-7502-422b-ad9f-c6384697c267,e6278c46-7621-4937-a3fc-60793aa8d478,1
7275873a-07c5-44e8-bc5c-f2eb2e686ddb,75c2b291-26c5-40fd-878b-ad5928977f9f,5736ea51-b4c8-43ba-9967-ad61cd7d5dac,1
b156fa4f-86bc-4c6f-a92c-5dfee32fa0c8,082c1451-6de0-472e-b219-09ca37ee0a09,d25ae181-5972-4a2d-8ab8-d8e7ec5faf63,1
1a1acabe-4569-4612-b90f-789b80423491,c8fcf7d9-09c7-4118-a2f0-abfb690b9528,04032109-b266-43ef-8d80-08757c8c81cc,1
1ff4aa15-dbaf-497d-8647-d349f13c24e1,ad033858-f97e-4e54-a7d2-e03ae29a8591,69ebf0f6-136e-4311-bcea-b006660b88b0,1
17922627-0f52-452a-b063-037672dfa77b,ebbb99eb-b2f8-4c2a-bd35-fc0dd1c4e49c,425222be-eca7-400e-b4e8-368e58f60c09,1
6b7913d4-12bb-4d9c-a2dd-b7a8423b38d6,2f575334-b0c2-45d7-bd02-e1676dbbc973,652fdc9a-2373-4ab8-8d55-eb487d69ee6b,1
cbfced0f-32b9-46c9-a84e-c9cd63c64d82,879f351e-11cc-4db3-acdf-487ac67e3afb,6f8bdc36-6871-443b-aedc-2cce8cd416ae,1
d129a66e-c069-4bb8-b9d8-ef8fedc92602,93bf8959-bd1b-453a-b321-784fc126139f,bcef35f3-2359-4ea0-b56f-1a69240cae31,1
88dae6e5-ecbc-401f-9e9b-7b8ad2878826,bc50f655-eb6f-4b8e-9df7-6ceeb5581ea7,737bea6f-95a1-4ff9-9e41-62d25359ade3,1
c1bdd132-6a84-44c1-bcf0-9d0a495aca5a,c93a19e5-fbe9-4984-89a7-47621254eaa9,bd28ad8d-209f-453d-9462-12490aa25c65,1
7d456a78-4bc7-4de6-8c28-1f23deb6a400,1f23a9d0-9cdb-43ab-a0bc-3a13d79ba676,84ac57d4-5115-431c-a7e3-4464da4f38b1,1
64710370-f032-4d1b-b916-9cd707c72754,19b5645f-a282-4d3a-9fba-d1146e02c9c9,d09e0498-cfb6-457e-a635-82aee0403179,1
25fe89ec-14e8-4fe8-86a6-352e6b9eb505,fd08c1a7-570c-461e-9676-dec07da8b90b,c26dc49d-0437-45d2-8edd-dfcbbb1eae24,1
22a00a80-7643-4b85-8074-0ec65340dbdf,57b71cd6-ef93-481b-88cc-6c6afe64943e,dacc42d1-b11f-48de-8c57-9af1237e1cd5,1
afb23f7f-fa71-42e1-83c1-b5fa697c2f7e,9d5fa648-1ecd-479f-8e11-02d2c827128d,5c8ca01a-f73b-4dc6-a132-43987d59082a,1
24323f13-c3ef-4339-b7bd-803114c1c611,179e61cb-1ccd-4844-a300-89f2041ad1af,ab8b09a2-e8c5-430c-95fc-bbb646a15e77,1
dd468390-c2ac-4651-b4e5-7f13c1232d08,05d6b979-764e-4291-864e-515599980396,6ea070b7-fb57-4bd5-9276-4e9b6b7d0fcf,1
26dd40ce-bb3e-4532-b04c-4111b72544c1,f6c2898d-f190-495c-bef6-c2093643f514,f2ff0664-786b-481f-a71e-fd60de24bc48,1
413c1fa1-1725-4391-8f6c-fcacf723dda9,428f3d1d-75c0-4ca8-b646-5cafd1536c96,76888364-6df1-4c6c-8ec5-8171f7e48603,1
5093dd89-c8af-4b7a-adbd-7af4eaebe4b5,45eded96-9c1c-4712-8d47-43e1e336d1fc,0285ee60-1e8d-4912-bfc0-f168e20a7232,1
cb9d1537-f49b-4e7e-86e6-a63b2c536f8e,dec43807-541b-415b-b9d6-b3d7a754bae8,c65f8682-1a5f-49ef-81e0-e512b6423acd,1
4dcab1da-d35e-4fe7-94b3-ea78249f67f6,b84f1a6c-a2aa-4610-8fc4-03f2c09c4c60,e71851da-fb30-4036-8c3e-3e791b48089d,1
