partner_id,country_name,partner_country_status_code,country_type
2fa00442-a984-4378-aec6-4fd18dc3fb36,Switzerland,1,domicile
f98ed76d-78f1-400b-84cf-35eaa61de664,Switzerland,1,domicile
b115f4ff-86fe-4f06-bd97-eadc9406c650,Switzerland,1,domicile
e4421339-a9b7-4cd9-ba1a-b63ce09940c5,Switzerland,1,domicile
0307230b-30cc-4c72-9b52-63d59e37a0ad,Switzerland,1,domicile
a56766f4-14c4-456c-9001-c18044efe96d,Switzerland,1,domicile
f565d050-20d1-450b-8532-67b390b38258,Switzerland,1,domicile
ad5d02be-dbbd-4816-99e6-4105a41e5d87,Switzerland,1,domicile
623dfdbd-6397-469e-acb9-36d9878aac14,Switzerland,1,domicile
de0899f9-f4ca-4be1-97aa-7c613e6764b4,Switzerland,1,domicile
2d7cc51a-4acc-4b4b-b52c-e62cbc583eb8,Switzerland,1,domicile
edbfd5ed-82bc-4594-81fb-e342cf9e64b0,Switzerland,1,domicile
16af922b-95d2-4431-a02c-901ee23f5a03,Switzerland,1,domicile
852b1725-7658-4504-aae1-9d34871f2057,Switzerland,1,domicile
e1bd60ed-86e1-4b3d-80f8-effca42cd7fc,Switzerland,1,domicile
803a2fed-478e-41be-8919-2af3b163fb6b,Switzerland,1,domicile
6c7001ce-6390-4e44-b79a-009a1e328393,Switzerland,1,domicile
a588dee5-eef1-4ce6-a2ae-daf8371b4432,Switzerland,1,domicile
93477916-2d3a-439f-b432-616d2285efaf,Switzerland,1,domicile
e076c618-216a-4687-bb09-21651ad08ce9,Switzerland,1,domicile
660f8391-ab80-4372-a161-9a0e70dd3884,France,1,domicile
2c8006b5-6c79-40d1-a6ae-8b025888bad3,Switzerland,1,domicile
eb9371d2-7306-4956-bde1-60e5b30e40a6,Switzerland,1,domicile
851ed7d0-400e-48da-ac4d-c525b1357cce,Switzerland,1,domicile
8e1e0059-cf64-49e3-a01f-bd4533e85f43,Switzerland,1,domicile
f7a2b4d2-dc6d-4108-8257-084d7387993b,Switzerland,1,domicile
01a4d400-9202-4d86-ac28-57c390e775c5,France,1,domicile
6ae01c45-d015-49d1-a371-b2ec92a64d73,Switzerland,1,domicile
2407607c-f173-4d0e-bd58-42b35ce18784,Switzerland,1,domicile
718f1b31-0e3b-4e5c-a8bf-bb0a5a665b96,Switzerland,1,domicile
672fc285-5b9d-4f1a-9977-61d0b6fb4371,Switzerland,1,domicile
08eb831b-b660-4771-9a73-b3fa60a597ef,Switzerland,1,domicile
39c50379-d2de-4be5-91dc-a4e38f9c9420,Switzerland,1,domicile
8e549229-b11e-44fd-977e-604da5c103de,Switzerland,1,domicile
8247558b-64b0-4de9-8116-2b619a9f107a,Switzerland,1,domicile
25cf9550-94d0-4c47-bc0f-31ffc5a7ea57,Switzerland,1,domicile
cb8c6613-4d9d-42b1-9bd7-0fd713977dd1,Switzerland,1,domicile
8a3557d3-ca75-4357-9199-5eca72fe80a9,Switzerland,1,domicile
746d1347-be1b-4752-87e8-1b1a62b0c090,Switzerland,1,domicile
3e376bb1-84ef-43f4-bc4b-e8eb84fd1bfa,Switzerland,1,domicile
80fc7122-0bea-4604-b6f0-bbba71aeffb8,Switzerland,1,domicile
32f4c826-04ba-4790-9cce-ab8ad62272ae,Switzerland,1,domicile
d7db6aba-9fa6-4606-b669-28d448efd1b9,Switzerland,1,domicile
256ea2a9-8beb-48ac-8e85-f64ae7c49437,Switzerland,1,domicile
637aea5e-ff9e-418b-b348-b6b1ca7d38cb,Switzerland,1,domicile
975d2f5b-1116-4922-9e87-11ac43ac1540,Switzerland,1,domicile
5c07fec2-f34e-460e-aaa1-61c7a4b95ced,Panama,1,domicile
d4e3f2de-6993-4901-ac6d-d327d280f954,Panama,1,domicile
0ef9e86a-34fd-4ec4-9ad3-eafc22380688,Switzerland,1,domicile
b454ab9f-bce6-42f5-b026-e3bbff9dd415,Switzerland,1,domicile
9631cafe-be0a-4138-a15d-2d3979eab89b,Switzerland,1,domicile
fdf6d97c-96c3-4bcd-b520-ce8a16c7621d,Switzerland,1,domicile
b346be67-92b0-4a1a-a406-202ed1776a0b,Switzerland,1,domicile
2d883fb1-3195-4db8-9ebf-8c14dd2f3f43,Switzerland,1,domicile
2c2102f2-fb64-4674-b2bc-a413b7613959,France,1,domicile
44eacbee-bf19-4a06-ac02-dff5e7de7e9f,Switzerland,1,domicile
942114e3-6a77-4f58-9d95-1a028586fd5b,Switzerland,1,domicile
1767539c-a769-4ea2-8f28-e64e5646ee50,Germany,1,domicile
dee08010-996a-4516-a14c-e961e98e5c90,Switzerland,1,domicile
ba4df696-bdea-4b04-8d92-21cf7a134eae,Switzerland,1,domicile
1d44a9b3-3b7e-49a5-9cf7-9b27e8135df5,Switzerland,1,domicile
80bfbea3-ffa6-4385-b428-87373135805e,Switzerland,1,domicile
0c4263e3-f8bc-434e-85c0-529dbb4e1798,Switzerland,1,domicile
d97e54a7-756e-42ba-a8aa-0d560102160a,Switzerland,1,domicile
e75b5a9b-0b28-4856-8361-4fe9f66a2936,Switzerland,1,domicile
806db431-954f-4fa4-a769-69bd92dde574,Switzerland,1,domicile
e85e5a03-b337-444e-bfb8-b5577830cf0a,Switzerland,1,domicile
17f4ed74-b689-455f-a38a-eba29e10df08,Switzerland,1,domicile
1b973782-adb1-4521-b82c-653482752125,Switzerland,1,domicile
2020cc93-71f4-4de4-b4a2-1f538b8a0339,Switzerland,1,domicile
528b42d3-2fc8-46b8-8992-026e9ce86de5,Switzerland,1,domicile
52592565-b18f-4af2-8f87-65b1c9596b48,Switzerland,1,domicile
33191ba7-026e-469f-8f0c-1c7f3c37ef72,Switzerland,1,domicile
1ae226b0-b1cb-4b24-bb4c-587a8b54fd3d,Switzerland,1,domicile
7b3be175-b606-4ee8-8b68-37838e75af1c,Switzerland,1,domicile
185804db-0b6f-4972-bde9-0a3640773111,Switzerland,1,domicile
cffba971-4083-48f0-b1ac-427b8413c623,France,1,domicile
04688987-98ba-49b1-bf36-70587323a8bb,Switzerland,1,domicile
656f3751-2291-43bb-b719-9b4c863e0897,Switzerland,1,domicile
9ce84832-1371-4fa8-b136-3b0b3be445b8,Switzerland,1,domicile
a9c23f19-de78-4ff1-9928-216429ded9e1,France,1,domicile
a3c243ca-5ae7-4383-9d87-046f4bcfdceb,Switzerland,1,domicile
5393ff18-1d85-4717-b9c2-748b07b07a9a,Switzerland,1,domicile
0e053281-b47a-42dd-9479-5db48b342c4f,Switzerland,1,domicile
6565b0f4-f70a-4fce-a37d-f0497c2be99f,Switzerland,1,domicile
e995a0e4-3949-4fe5-bef9-53ed6d65c760,Switzerland,1,domicile
faa33ee0-0295-4e0e-8248-107a902f3e8a,Switzerland,1,domicile
922c89b4-5bce-44c1-b8d0-5b572157b633,Switzerland,1,domicile
76378c9a-81ff-4eb5-b789-321cad9e2e95,Switzerland,1,domicile
bd2b2fca-2cb3-42f8-babd-4cdfe20d5ca8,Switzerland,1,domicile
674dcbe0-2e47-444c-8f65-484e368b3111,Switzerland,1,domicile
849f890a-771c-4516-9c79-c03c1f662bd4,Switzerland,1,domicile
4aa4b80d-ca41-4d6f-826a-75b2b7041d08,Switzerland,1,domicile
47b54fce-a0af-46cf-a49b-d1675f44ff93,Switzerland,1,domicile
e1c29d97-7326-47ff-9e05-df13de0be26b,Switzerland,1,domicile
62589db0-0a04-43bc-a838-4bac006642aa,Switzerland,1,domicile
103fd5d3-2088-48bd-8ea5-bb78956b0370,Switzerland,1,domicile
4c9099d0-2428-4326-b690-92a6038bb1b8,Switzerland,1,domicile
7a1e38b8-aaf0-484d-9e2f-3aeee7e85b38,Switzerland,1,domicile
de130e61-9c84-4f37-841e-fee4f04af3d0,Switzerland,1,domicile
84cc0a7f-4cd9-446f-a36b-8cf3c6941803,Switzerland,1,domicile
2bf8ec23-cc75-4a33-aab4-5a24e9f9d601,Switzerland,1,domicile
e5cd6b1b-4ac2-4fa0-b847-678dfb6f02b7,Switzerland,1,domicile
0439cda3-bfc8-41d9-bf96-4022af8d1e94,Switzerland,1,domicile
9a2ba5ea-1e2f-4509-9b12-3e7f313f19a2,Switzerland,1,domicile
5881ff9e-6301-450c-9979-0b38165e2f1b,Switzerland,1,domicile
d4fd6983-dcda-4484-b0c4-55728924f7d7,Switzerland,1,domicile
4f4b555d-9597-473c-8395-0c46a4f20549,Switzerland,1,domicile
a8f1bceb-bb1f-413e-82bb-67af5492d563,Switzerland,1,domicile
66d767a0-4353-43be-88df-76c0601b7c47,Switzerland,1,domicile
e9e1b74f-cc4a-4d84-b2ac-c063c0df7559,Switzerland,1,domicile
75474634-6fc1-4745-a217-f514564df116,Switzerland,1,domicile
0c68a635-a9b8-4f5e-9a7a-182ef90ea984,Switzerland,1,domicile
d062a13e-9474-4fe7-be21-f651abc15ce6,Switzerland,1,domicile
f2a10c1a-6d37-4a07-a81b-ee8c7f4f7705,Switzerland,1,domicile
f379a6c3-17f1-4123-bf33-85fd4cd3df5c,Switzerland,1,domicile
505d1834-a957-47e2-a7cf-1f92c1acaa37,Switzerland,1,domicile
2e446d69-3909-4eca-86a4-e347c7ece37d,Switzerland,1,domicile
0072c8da-da66-4b47-b963-673fcc464906,Switzerland,1,domicile
06a7c439-a813-482f-92ae-db3fbde440a5,France,1,domicile
e4f84b5d-1640-4aac-8abc-d58d608e88f3,France,1,domicile
5c6e0f2d-9a38-4ad4-88fc-f1a5a45fcc55,Switzerland,1,domicile
7dfa50c7-20f7-41af-9606-e12a4dc74727,Switzerland,1,domicile
a997a555-de7c-479f-bf76-fcdf0400aee7,Switzerland,1,domicile
bfc335f9-a9fb-474a-afc5-c9a6f6ac2fb0,Panama,1,domicile
58076273-a5c4-4f45-b6df-9b9c7d7b5712,Panama,1,domicile
63155058-7278-44ca-b6d4-5dec5c27cd63,Switzerland,1,domicile
9af1366a-78e6-4f83-8785-0147a55d7d58,Switzerland,1,domicile
efca2300-0b80-4b46-89b6-e622fc77a026,Switzerland,1,domicile
280494e3-061f-421a-96ab-1a71bc42d96e,Switzerland,1,domicile
7e265ace-a776-465e-ac1b-b910ee0cb8cc,Switzerland,1,domicile
7efd8a93-ef5f-4d3f-b4f0-bcc1ce1fa30f,Switzerland,1,domicile
6498c619-7472-443f-89b9-eaba6c83efe9,Switzerland,1,domicile
423d8cf3-c06c-46a0-935c-5b222ceacae1,Switzerland,1,domicile
9ba1b516-3027-4391-9b19-1c756c13aefb,Switzerland,1,domicile
5a3cde98-1a0f-475a-9cfc-af30b8c44a6e,Switzerland,1,domicile
9908ed1f-b86c-41c8-b8e5-f13bb27677fd,Switzerland,1,domicile
c926b122-b3b7-4563-9e5c-53f69a319859,Switzerland,1,domicile
e7de7e93-6875-478b-9cc1-18d5ef22526d,Switzerland,1,domicile
9b626cf1-919e-437a-8a95-ea420c0617d1,Switzerland,1,domicile
784bdcb5-2b55-4348-b6ea-d79bba09dede,Switzerland,1,domicile
027f5728-fe4d-462f-b7b9-a49f69c858e0,Switzerland,1,domicile
2d832654-22ed-4f05-adf1-c00da0c9e67b,Switzerland,1,domicile
d3936082-60c7-4ab0-91ee-f06bd4de3af4,Switzerland,1,domicile
6ec866d4-1415-4e4a-83b9-73e818359786,Switzerland,1,domicile
a0dcee59-58a4-41f1-a2ee-596f2dd9a9c0,Switzerland,1,domicile
e89a61aa-905a-4d7a-8631-3c46855a1ede,Switzerland,1,domicile
c2c9cbbc-6491-45f6-89e0-f34f27e4ed94,Switzerland,1,domicile
b3284c6b-df7d-4271-9b48-71bbf9c9817d,Switzerland,1,domicile
a59e8fdf-3612-4ae5-9a92-a379281b374e,Switzerland,1,domicile
50d9c303-bb8c-4fd8-bc1d-f2f566a0d54b,Switzerland,1,domicile
25a5fa23-4b07-4ed1-8fc9-6ef712b587f3,Switzerland,1,domicile
99a95021-a3f7-430b-a1b1-a8d8f2cd8b35,Switzerland,1,domicile
e4946204-466f-4bb0-9027-ab5aec5d6fb0,Switzerland,1,domicile
7d94346f-f115-44f7-976d-254bb45096e6,Switzerland,1,domicile
ab6ef99e-e8e3-4fa5-8994-279f5d357567,Switzerland,1,domicile
dea692fa-e397-457a-80b5-9505f48be08b,Switzerland,1,domicile
e0712177-ac0f-4ea7-b976-e2c8d6278bd1,Switzerland,1,domicile
30866ec9-fd3d-473a-9cc8-0136f25b9a49,Switzerland,1,domicile
0611c7bf-f8fc-4184-b9c0-cb1404cdc2e6,Switzerland,1,domicile
8398f0da-170b-4884-9381-d2025fc2bd3e,Switzerland,1,domicile
e9caa194-4c62-498e-9372-cef51dd84a6f,Switzerland,1,domicile
f5aefb83-cb34-452b-b3de-2f29fd865c04,Germany,1,domicile
bb3d1df2-602f-4eac-82d7-e18846f1cb80,Switzerland,1,domicile
bffe5dd6-a1f2-428c-a096-a371c7cd9275,Switzerland,1,domicile
27b7d61b-2d84-48b0-a88d-83a2c64fbc26,Switzerland,1,domicile
b0a1558d-c092-444d-9044-be9d995154cc,Switzerland,1,domicile
ed491ddc-0aec-4964-9cc0-9592ba527ae9,Switzerland,1,domicile
ed9f9cd5-865e-49de-9adf-3419394a280e,Switzerland,1,domicile
6b71cdfd-4521-45bd-9926-cd5a0a6158ee,Switzerland,1,domicile
7fa66dfc-7236-4c9e-ad0f-6bfedde0ed8b,Switzerland,1,domicile
0e718672-92b2-40f7-ab77-bb4d9b37770e,Switzerland,1,domicile
b809e0a7-dec3-4087-a450-6befac373246,Switzerland,1,domicile
249f341e-be2b-4ab3-b1cc-c110f9ea6be1,Switzerland,1,domicile
647376c6-d8b9-4f3f-a52d-1a0c9febd2c9,Switzerland,1,domicile
9d93a8b3-dfd0-4464-97ae-779b543e8289,Switzerland,1,domicile
cdf1a94b-b985-4896-a699-8088bc99c109,Panama,1,domicile
752cb6ff-b71d-4cdb-b419-8376fd847fcb,Switzerland,1,domicile
eafb0ceb-401f-45a1-b7b5-a1f41efa3485,Switzerland,1,domicile
d54e76d2-6837-4530-ad23-202a0eef89cb,Switzerland,1,domicile
bfc4f2bd-4784-4687-adb9-1676171dc99f,Switzerland,1,domicile
3959530d-4e1c-484f-8dc2-63a36bef69bb,Switzerland,1,domicile
9dc42fba-709c-4c7e-bd4e-f67636b652cc,Switzerland,1,domicile
d56f0e93-91b2-4d17-99e7-0d90697ead8c,Switzerland,1,domicile
a1b0d6ac-07e4-4243-b724-267a8e44f45d,Switzerland,1,domicile
310654bb-48cb-4b58-935b-ff97651c6dd4,Switzerland,1,domicile
8fca35b2-1f31-4cfc-b909-0496f8e8aa22,Switzerland,1,domicile
3ec2e103-e859-44f4-b5c0-3c156b2be920,Switzerland,1,domicile
601580a8-bb78-4517-9f49-552568ced123,Switzerland,1,domicile
d293c7b1-8aaa-416c-a0da-f25a006b0d09,Switzerland,1,domicile
0fdf12f8-bca7-43a5-9e1c-98b8f56b77c0,Switzerland,1,domicile
bf46915b-4450-4d94-a356-8db77f263b58,Switzerland,1,domicile
3e90281c-803b-4c4d-965c-981ca34a0bd0,Switzerland,1,domicile
9204bca3-4327-4708-9036-8c30c783c1ff,Switzerland,1,domicile
6102479e-80fc-4bcf-b266-dd987f6213e1,Switzerland,1,domicile
2e459bf6-279b-4018-97c3-6dca9f1d424f,Switzerland,1,domicile
8c5d557b-0cb2-444d-b0c6-9d147e72bff9,Switzerland,1,domicile
582eeb74-942e-4cf3-b3c3-230f9381911e,Switzerland,1,domicile
d1434df2-57d5-4293-9cc4-a1d08ef46a62,Switzerland,1,domicile
592df2c7-74da-41e6-ab3f-f8f0cee30cee,Switzerland,1,domicile
4367af3e-545c-4fe2-a19b-f3c5d71736cd,Switzerland,1,domicile
d75ce8c9-f1fd-4caa-9824-97fadac6e504,Switzerland,1,domicile
55d0c69b-ece4-427f-ad79-c38cdd8570ec,Switzerland,1,domicile
49438b1c-178e-4f10-9541-759160f0b524,France,1,domicile
8476141e-7670-4e01-a713-d4fd8c4157ba,Switzerland,1,domicile
e4d81e15-f543-4fac-bc0b-10b5f3449ea8,Switzerland,1,domicile
1e774b77-e40e-465f-ba1a-924c91baaf17,Switzerland,1,domicile
00911744-e00f-48e5-96fb-f19891b9088d,Switzerland,1,domicile
44b209ee-4b72-4372-84bc-468ebb9f96c4,France,1,domicile
5e32806d-a541-4c00-979f-a06a0e7bdc0e,Switzerland,1,domicile
5f3f95a2-b0cd-43b6-9021-c8139da92976,Panama,1,domicile
8e21e0a6-f515-4795-822a-e6aea54c6036,Switzerland,1,domicile
9992c85d-4559-43ea-a610-a06547a0d606,Switzerland,1,domicile
932c51e0-e300-4ec4-9fcb-d013862a4e6e,Switzerland,1,domicile
d11806cb-d9b6-4d7c-b66e-8da899a707d2,Switzerland,1,domicile
6d554893-71c3-483f-860e-af795ce835cb,Switzerland,1,domicile
ef011d47-2f7e-4889-b5a0-bff578b9c3ad,Switzerland,1,domicile
189994eb-e272-46f0-a575-d83baa7846ad,Switzerland,1,domicile
a7d68e1b-76a6-42b8-bcba-698cae551844,Switzerland,1,domicile
37def1cc-6d59-407c-91dc-5cd6fcccbe8f,Switzerland,1,domicile
a12a0572-2714-4292-8e3e-632ea4dffcc4,Switzerland,1,domicile
915aed13-923a-40aa-9b3a-f460b7dfb6ca,Switzerland,1,domicile
b75fac12-0522-45c7-a60b-6cab2befe5aa,Switzerland,1,domicile
f010ae46-9d7a-4ae2-b4e3-c35c8039647d,Switzerland,1,domicile
d9ef5a97-6f0f-4bae-968f-a434699a0aad,Switzerland,1,domicile
6c1841d9-fce6-4c13-8fe9-065c035dc192,Switzerland,1,domicile
d33cbf2d-f40a-4e51-8045-b316481d4723,Switzerland,1,domicile
db58381d-7bbe-42a5-8db5-241553755d7c,Switzerland,1,domicile
fc38c037-0564-4851-a069-e45337a8ef74,Switzerland,1,domicile
ecff8e94-9777-4e05-bd8b-049d752132c3,Germany,1,domicile
f2d30d3e-faeb-4644-80cc-39575714d798,Switzerland,1,domicile
66604396-3eb1-4aea-b14f-cbdaf592c594,Switzerland,1,domicile
7559843a-dd2a-4664-966c-e9b98b00260d,Switzerland,1,domicile
7c5506ec-4925-47a6-b011-9d730726a012,Switzerland,1,domicile
2d529502-44de-4832-892c-c28408e4df8b,Switzerland,1,domicile
4545511a-0ba8-4c0b-92ab-4d15a0315284,Switzerland,1,domicile
888c4af7-3c1d-4ef2-8c53-5a5f6ba4b6ee,Switzerland,1,domicile
7c7ff13b-93d6-488d-8423-9acb006ab0a9,Switzerland,1,domicile
579463cb-0cb5-4190-946b-dce05129af1c,Switzerland,1,domicile
9c7cb299-be5e-4ec1-b422-426b08300440,Switzerland,1,domicile
3c532c0d-6e26-4201-934f-cd5fa2d18a44,Switzerland,1,domicile
62260669-3831-41d3-94cd-a1b8fb5fa584,Switzerland,1,domicile
d662c6d0-644a-43dd-bc36-86635cae652d,Switzerland,1,domicile
0db8d9d4-02c8-4103-bfbf-c5f737e14db3,Panama,1,domicile
7c751f10-3487-47a1-9d07-8d7db14e3726,Switzerland,1,domicile
87ce2661-2495-4ee4-bec5-902cad71dafc,Switzerland,1,domicile
0d8f876c-fa35-413a-8787-8e47d5e23ba4,Switzerland,1,domicile
54f2f539-cfd8-47a0-8b1b-1edb3a48fdfa,Switzerland,1,domicile
32d2cf9d-b5cf-4de2-a91c-9a375755c836,Switzerland,1,domicile
153704bc-85f8-42a8-88d1-eff401f4da1a,Switzerland,1,domicile
63d3ecb4-5da6-43ef-9a63-62d090ec50da,Switzerland,1,domicile
ab50da35-1685-4ca1-ba76-6580c50badc2,Switzerland,1,domicile
56d994b8-1481-4156-969f-fa8c42d5f690,Switzerland,1,domicile
b20feed0-42d0-4a59-82fa-ec7f6de2a513,Switzerland,1,domicile
ee512a0f-7770-4a50-91e4-0e4fc738afe7,Switzerland,1,domicile
38ea529a-5e46-4e1c-a915-74998ed46c00,Switzerland,1,domicile
e79a2c90-4de9-4acd-ac09-30d93630f310,Switzerland,1,domicile
e68f4e7e-c6c6-4980-ac34-543db4c3d3b1,Switzerland,1,domicile
c24edcb6-5bd8-4be6-aa10-a8c3af14d191,Switzerland,1,domicile
2f847af1-a19c-4555-b063-71027d41da7b,Switzerland,1,domicile
1ac1f461-75a2-42a3-bc3e-15d3d5db7364,Switzerland,1,domicile
d1a86293-e7f7-4a33-960f-3b49178dde80,Switzerland,1,domicile
3e593f76-eab7-470f-8fb1-7639ea0b79b3,Switzerland,1,domicile
2836229d-0eb3-4fc5-b638-4a3e24111849,Switzerland,1,domicile
800aa91d-e027-4a09-ba08-0acefd1c679d,Switzerland,1,domicile
6abe44cb-dc2f-4757-bfb8-1b929a9ff59c,Switzerland,1,domicile
930cf20e-2412-4c63-97c6-cad4242e6d99,France,1,domicile
37a59345-9645-48b0-bf3e-d1f42629f515,Switzerland,1,domicile
538308aa-0ad0-4f83-a470-612ec394ebe8,Switzerland,1,domicile
ec6d950a-6ed9-46ad-ad73-ff3f3b10f613,Switzerland,1,domicile
19ea9c28-d876-42cf-9102-63000e8d2840,Switzerland,1,domicile
232cc8da-17c9-43cd-a305-17e11023719f,Switzerland,1,domicile
584a1da9-3db6-4909-86ce-c72fea3fa62f,Switzerland,1,domicile
0ec049c6-cda3-4c0e-a003-c2617118e6e2,Switzerland,1,domicile
55ad72b0-546c-4357-a09d-9c9d5fe9b822,Switzerland,1,domicile
c45dd698-d67a-4492-a19a-d34f7cd16139,Switzerland,1,domicile
05f36142-5e92-4ff2-a4ed-0b290e7854ca,Switzerland,1,domicile
1677a32a-839d-4cef-a917-8d9b860649f6,Switzerland,1,domicile
a3cff6a1-e818-4807-9209-6288553a5d77,Panama,1,domicile
63af72f7-bbdd-4f62-93b4-9d79e2687f88,Switzerland,1,domicile
f2968375-b57a-43eb-ae02-6e30ab240f9f,Panama,1,domicile
8c603056-ad98-4bfc-9fc8-923f3a4cf66c,Switzerland,1,domicile
8491ac0f-0b63-4a6c-b3a1-cf7a2a5e340d,Japan,1,domicile
31183851-c4a7-4fe9-85d3-a46adfedc93a,Switzerland,1,domicile
5cf61ac5-5e60-4585-aa0d-9b76e52a82f4,Switzerland,1,domicile
b3e3bfce-60be-4f13-8e66-468cca11f56f,Switzerland,1,domicile
f615537e-6bbf-405a-bd8a-5f6608acf370,Switzerland,1,domicile
1f5a8680-2e14-483d-a12f-e582de25e3ff,Switzerland,1,domicile
e1f5541d-7f21-4910-8af0-5eb1d9701cd1,Switzerland,1,domicile
e4ea373d-89b2-47ae-82be-9423f739c0e1,Switzerland,1,domicile
161d3856-afd3-42df-be21-9c1c35f42cc3,Switzerland,1,domicile
4bcabd91-a337-4dc5-b72e-5058b467da17,Switzerland,1,domicile
39744bea-2c72-40e4-b58a-01de96444e1b,Switzerland,1,domicile
06394d74-b22e-4319-be6e-206eab544dcd,Switzerland,1,domicile
3a456bba-a514-4a8a-90df-c1fe70e4ef1b,Switzerland,1,domicile
c88d90f5-59cb-48bf-8c34-cea0a136ea2b,Switzerland,1,domicile
7557d8c3-d43f-421f-ab76-b3bc6c633805,Switzerland,1,domicile
b85bbf84-f716-41c9-acdf-635a34a669a1,Germany,1,domicile
358aedad-45d0-443d-a3e6-04ed0cb69978,Switzerland,1,domicile
946d8b45-7cdc-47e0-bc48-e5115947df1e,Switzerland,1,domicile
