br_id,br_open_date,br_close_date
d44ab849-4fca-4143-8195-bd4c5f889e1f,2015-08-24,
43190cb6-8f86-4554-9db0-304e4a1a3e38,2021-03-21,
dcbab969-cda4-43cf-ba3f-a63e7c3ec7aa,2017-01-07,
5a0c8e44-ea30-44a3-bfe1-e557d063fe52,2017-09-04,
56887a74-cdba-41fc-b7d6-c470c4a59115,2016-07-28,
0f15746e-5b86-442c-8c61-0b16273e3898,2011-01-18,
5a97293f-a4e8-45fb-b81f-4ab30c9a6083,2012-12-19,
5182e7e6-4d9c-49e4-afa7-497eb00d6f68,2015-05-04,
c313f05a-f8f5-4965-b2ff-040e8437e712,2016-11-22,
9ae58ab9-8f0b-4224-b22f-74599c132053,2021-06-01,
4a76a590-6d5b-4010-b0fb-9205693ace07,2019-07-30,
a2a5479a-72cf-4d1d-9b63-2c79fc0cf537,2017-04-29,
8f6f9866-885b-41ed-b444-402f89e77259,2019-04-18,
1db51c92-f607-47eb-958e-8d474d280693,2013-04-18,
c7368b52-f3ac-43a6-8578-c169fc8fed96,2012-02-13,
94fbd241-ee65-482a-acff-484d0bc21b30,2018-05-15,
d5c74e9f-bc6d-44a7-a05c-53e2f147fe2e,2016-05-02,
cc746b91-ff50-484f-89f9-eb1a523d7e0d,2017-02-10,
4ca44e9c-d0dc-48a9-9379-41b966774aec,2013-11-04,
cfdd6d6f-e0c4-45c6-bfb4-2ac80f4b26f1,2021-06-04,
f4fbee09-5fc0-49df-8a4f-095f59d6ff1a,2018-05-20,
0bc3c6fe-a5a5-4635-b2e5-a61caf1998f3,2013-11-04,
974c3248-9e49-4799-a103-4c1b4ddb388c,2019-02-03,
3cec9a2f-b09a-4eb4-993a-bf4af38c1d4e,2012-12-19,
20ee5b69-294f-41cc-bf7c-a853b177d777,2012-08-31,
60d794b8-aada-4e78-927c-8b3311dc5378,2013-05-10,
ac2eacdc-3b84-48e0-b467-ac69eae16800,2018-02-12,
28acc83c-2a81-45d1-acde-afdaaa5356da,2013-04-03,
46d982b2-ea44-4622-972d-700140317d28,2019-06-06,
69029100-48dc-4134-89f6-4926a9d32249,2020-10-09,
05ef0eef-7c65-4a08-9200-3535c70ad9f1,2022-01-27,
127bf795-f868-4615-8da3-56b0249726af,2015-07-17,
e1732993-a269-4854-877b-a5a891307892,2022-05-10,
9325245d-c4f6-4624-88ae-08287e994508,2011-03-15,
427c0514-912b-401c-aa94-9b1ad976e1bc,2010-06-14,
d86306d4-9280-4c03-b0fd-82b7eeda1a7d,2019-03-05,
532bd9a5-3b5f-4b9b-bcce-49539a3580f1,2016-12-04,
33ee746d-ef8e-40a8-a86c-0570c374e63c,2022-08-18,
ce78ec76-d233-4975-abe2-7488d020d1f3,2021-06-09,
53fd19f5-fca7-4025-8fae-619a4a00119f,2021-07-16,
2a4fbd3e-e0c8-4d1f-858f-bd40714cb12a,2013-08-19,
8e7e1d9a-5fbd-4c19-9423-d36d0d512f3f,2018-12-31,
eeb52a4b-4598-4022-893b-7a1f36486aaf,2010-01-28,
f5c1a213-c5e7-4b1c-97e7-5e5de844628d,2015-07-18,
ec94a942-ffa1-463b-85ac-5825034efe9a,2022-07-30,
49bb2bb9-1ef6-4e8f-b6f2-62f550b59690,2010-07-13,
604175e2-8456-47da-8242-c0ea7c0640a1,2011-08-15,
9bdf9169-0322-4fa1-9c46-c036c46fa0aa,2016-10-25,
a8bf0d0c-2e63-4a28-8df0-f5e09c06fd60,2015-02-01,
b1d12715-9cbc-4c83-8a44-dc904cb74116,2010-04-23,
71b12fc9-2e2a-457e-8882-f787b28b2a45,2014-10-04,
67bd25d2-bd51-4876-8bc0-60639d312e68,2020-01-17,
4c6d2837-dbcb-4331-9a8f-1e2e635ff84b,2013-10-26,
c0b5fd65-d9bf-48e1-b786-296069064d26,2019-09-30,
93152446-0896-46ac-a23f-1198ebce15c2,2016-02-15,
c2912cdd-513a-41e3-916d-28fd37cb8724,2020-08-19,
75890664-1693-4ec9-9d1d-671d543776b8,2018-11-26,
99979b65-ce6c-4c4a-9f2b-7ab948a93ea4,2020-10-07,
4d200d1a-49ba-4730-9e24-10fd65e9124a,2018-04-03,
1ff4aa15-dbaf-497d-8647-d349f13c24e1,2010-05-13,
17922627-0f52-452a-b063-037672dfa77b,2022-10-10,
6b7913d4-12bb-4d9c-a2dd-b7a8423b38d6,2021-07-22,
cbfced0f-32b9-46c9-a84e-c9cd63c64d82,2019-09-10,
d129a66e-c069-4bb8-b9d8-ef8fedc92602,2018-03-08,
c1bdd132-6a84-44c1-bcf0-9d0a495aca5a,2019-01-07,
7d456a78-4bc7-4de6-8c28-1f23deb6a400,2010-11-08,
22a00a80-7643-4b85-8074-0ec65340dbdf,2022-01-09,
afb23f7f-fa71-42e1-83c1-b5fa697c2f7e,2011-02-06,
24323f13-c3ef-4339-b7bd-803114c1c611,2014-05-16,
dd468390-c2ac-4651-b4e5-7f13c1232d08,2010-05-02,
26dd40ce-bb3e-4532-b04c-4111b72544c1,2012-01-21,
5093dd89-c8af-4b7a-adbd-7af4eaebe4b5,2012-11-25,
cb9d1537-f49b-4e7e-86e6-a63b2c536f8e,2021-05-30,
4dcab1da-d35e-4fe7-94b3-ea78249f67f6,2022-10-08,
d6f48cb7-c2ac-424e-9883-0e49079494fc,2018-11-13,
c385bfc9-3740-4a1d-85b9-1894ece547a2,2013-05-29,
797826f4-5664-4fd9-9956-029b49e3a118,2010-03-17,
edc69f29-64c6-43e7-bc9e-b321eba965ea,2012-10-06,
378b7aa2-44fb-47fb-9d75-c50f5fc23e26,2018-12-27,
243041ba-d6b0-4d07-bf60-d36e0149e312,2016-03-25,
a55b1d20-a090-46df-8fe7-c4d8d9b71ce7,2011-03-29,
e396bd42-c029-4224-872f-9fb8b42531f2,2012-02-05,
025c0d07-9a89-488d-b4fc-2906ae47bc01,2022-07-19,
dfb7d3a8-37a7-4c15-8b37-6522575714c0,2014-02-06,
b82c8de3-feaf-4c20-ada3-8fd5d2a672c6,2020-10-21,
b0b80426-3b7c-4c78-bf44-807f5a5ee4ad,2020-03-21,
b366b4a8-6635-4426-b145-c483b6a66de9,2017-10-09,
d0da07b1-a2bf-4fb2-8e84-0433c72e8b77,2011-05-05,
ef14a233-9702-499b-9be5-5cbe7f32960b,2016-08-20,
edc8ce00-9b1c-44e2-b8e5-771f7173d2e3,2015-04-20,
c7da94d0-b918-4999-b849-7e8e17514437,2017-07-12,
d0a5a94d-92f4-4d94-abbb-a92b01256fcc,2020-02-09,
372b13e4-6185-490b-8513-98d09a92a2ac,2013-01-08,
4d27c7be-7c8d-4467-b3eb-d375825c2505,2014-05-19,
f8f66a90-028b-4a4c-b1bb-6e445c765d59,2018-08-27,
5c634f95-8853-455a-bc3a-643c904d648e,2020-10-20,
6a6913d6-45ac-440d-ad86-a9c57966734e,2014-09-11,
14e38144-9fe7-42a8-9f44-c829cdf24fd5,2021-05-12,
221c8734-25f2-4736-a4e3-1ae174982cf9,2016-02-22,
9599ab23-2c32-47a3-8f66-8dc36be72d32,2017-12-02,
f93280e8-cc4e-4d68-a618-6176b98a2b95,2016-06-03,
56f98324-e759-4926-b769-1e4e88db97f8,2014-08-26,
5d2f17c2-ded3-4b36-80c2-be352c86f6bd,2017-04-25,
f6655b6d-e86d-413e-94fc-39a55b490fe0,2018-01-06,
8ed7d76b-a7a3-4874-a840-bd6f8974b3a6,2010-10-06,
d55601e5-d2ed-41a6-84d0-22e7b23c9eac,2012-07-29,
05a773ad-7fce-40a8-a576-dc4042895140,2022-06-03,
be9ccfc6-f7fa-4dec-85fe-2c4396fe816a,2014-11-19,
bdf8bb42-a2a0-406d-9ebe-e8a57cfcf478,2018-11-01,
1b52587e-66e2-4262-9cc4-6ff9ae897963,2012-09-12,
02cbadbb-caa6-4461-99fe-d517a543daa2,2017-09-20,
48b9779d-c032-445c-a81b-beaaa1f78765,2020-11-14,
7b96b17f-c682-47bf-ac77-946671013f61,2015-08-29,
80f18f57-dfde-4332-b372-178d7c43e6dc,2011-03-01,
4d483384-4dca-4c5a-aa59-527eac5b6300,2015-10-07,
1b2949a5-4f03-457a-9776-4ffbb8046920,2018-08-14,
3d998aa8-0a9d-478e-85d7-953fa69a84a7,2021-02-13,
e8e07f65-3413-4154-ad44-08962db51298,2021-02-03,
1bb52c6c-c0b5-4ecd-8097-3c4c5e4a07ce,2021-05-24,
a9de78cd-3e4e-410f-9358-c2f6e0618b9c,2013-03-20,
b6893544-7e49-41f7-a8b7-f0c4eff7c2aa,2018-01-28,
9ef439c6-ff8c-41ec-b9ec-67a2a4361034,2014-12-15,
7f61d530-8faa-455d-9df5-f606bd6cc635,2011-03-13,
2ce960c5-dfdd-4b4f-b4d5-e0c5906b9ca4,2010-08-23,
044796a6-55a2-4af7-9b9d-c6c71199a9ed,2015-11-16,
d59a9031-9d81-4ffd-b03f-63f3d653e419,2019-10-02,
8b15dd35-9742-4ded-a8e7-eccf0708f480,2016-10-10,
e84d8020-9a32-4e78-83f3-5d5a3393b37c,2017-02-23,
153c4efd-136a-4b98-bf19-cf8e6cef5a30,2016-03-25,
85bdb69a-c9c7-4880-958a-1e05809b833d,2014-12-21,
6e2a2152-001f-48e3-ad04-f5e68fa25f15,2020-12-09,
a2a50d4b-fc23-4e9b-a97a-97c916065b26,2013-11-11,
c5e32ef4-4a98-41bb-a3bd-ccb2de08955a,2019-04-03,
cd75cb8f-2ceb-4ec3-8671-e16dcc33eb5f,2013-08-30,
4eb9cbd4-c5f3-4bb8-bde3-193426702640,2010-04-28,
54733047-4d62-4d6a-a9b6-c14f017273e7,2015-02-12,
f77276f4-f575-4c5e-a0b8-3f954e899cfa,2014-12-19,
450fd764-5ab9-42f7-accd-3b64725b35da,2014-05-07,
83c1d92a-5655-4268-833b-c5624d0a3e87,2011-06-27,
0e9c3f0d-d1f6-4178-bd73-5cd1e65bda0d,2016-07-02,
027110b2-3126-4f31-839e-bcf2c46a10f0,2014-03-07,
a6536215-5774-4428-821c-492e29220900,2019-10-08,
f1ad47b0-4725-4b03-ad36-0775368e86f3,2011-08-25,
115cc5c3-2422-4b09-9c69-b63b17efb735,2019-11-24,
ce9f65a2-47b5-4ba4-9991-98acc7585abd,2015-11-20,
7c75729a-6927-478b-81a9-0fb525256ed7,2019-01-15,
c1536485-ba6a-4ca1-8e9d-c26f7facc959,2020-01-29,
9057b264-2deb-404b-90de-32ceebd09149,2014-05-22,
ccbbf0f5-bc92-4732-ae4f-912d9a8b4019,2018-12-27,
0e0f848f-4881-4242-a669-475a1e352652,2017-05-20,
3aaa78a3-ea8b-4d4a-9bfb-1b5153709334,2022-02-21,
e5ffbc43-835b-413c-8ab9-efdef44d45e9,2011-12-18,
8d2c63c1-d02b-4b55-9cd5-061728bd14ba,2010-11-10,
33edf0bf-26f5-4fb6-bf04-be7539cf7d13,2017-03-07,
c8dcbc17-ff64-4e19-9d10-e2bea5fe390b,2012-06-06,
d9abe8e1-a38a-4ebc-902d-28c5bf1febd6,2016-10-25,
ab2b7476-afff-4ccb-b0ce-6c0b9825e2d6,2021-01-12,
be5594d2-553b-4d93-b4bc-4328c97cf512,2018-05-22,
6109855d-e470-49e9-b7e7-312d4b731608,2016-06-09,
f603a4bd-8706-47b7-a161-b9120c6f7c43,2014-10-04,
78bc4e97-7f35-4cf0-a8df-41fb9a5fece4,2021-07-22,
038ead38-0fca-4241-865c-4225f5ce51ab,2015-03-24,
90f4e959-5fe3-46c5-af5a-53f6c990447d,2013-10-02,
3b6c3d74-09b0-4ceb-97e7-9fa59fd0296f,2015-06-01,
c9698252-6570-40cf-9761-4583fb7703aa,2016-09-20,
f75929f7-acca-4b30-bc8e-d1f4ed116e07,2021-08-30,
f8d58c4c-4c7f-4ca0-b2ed-99ea0b31fa35,2016-04-06,
a574bfd8-c2eb-4e87-8cac-d48cdbf22b22,2013-05-21,
c2b22b3c-212a-485b-a3ca-355c5c468c7c,2011-05-20,
eb7c8aee-9e12-4af8-a8e9-596e6b90184a,2020-04-25,
14973ef2-3892-49bb-9b79-7180de51fae9,2022-08-26,
45cf26b8-b22a-4cae-8027-26a538e4d12c,2014-11-03,
43541bca-36ea-4545-8f20-75c77efbb530,2020-03-22,
9cbf3163-3cf9-4a96-982e-6d6c4e3526df,2011-12-02,
868a83a7-a9fe-4afe-a339-ed55146652e7,2018-10-10,
af7a0c5f-ab57-40c3-bfce-ff67123f6ee4,2021-05-08,
3be9424c-3942-48ef-8059-fb827759d8ec,2021-04-14,
57870a19-a883-47be-aba5-87b4097496d4,2021-03-06,
582634a6-544a-443a-ab62-9ad28319b440,2020-01-26,
e263de7b-1629-46a2-978d-1f347ad27211,2017-09-20,
5f5cd348-70c3-48e8-9e15-25ad2d41a258,2012-08-30,
30500998-ce3d-489e-9e3e-0eaa4eb5bf1d,2016-09-20,
0b19e1fc-9e76-4400-bac0-0231cc98d631,2012-04-21,
65f0585d-9239-41ee-a4c5-235d32218d5e,2022-03-13,
8f0f8299-d5f7-4fa8-a1dc-0faac6bf164a,2010-10-12,
d8e83ec1-382e-4d8a-b7fe-49e7aedac4e7,2016-09-01,
8538d32a-5c71-4a06-b1fa-dbf44320711d,2017-10-02,
263b3688-be9f-4b14-a314-4090ef3cfe64,2022-05-18,
f64414cd-6810-4aca-8414-a99742ef092d,2012-10-26,
1dde774b-7587-434c-807d-dfa643ebcbab,2022-03-10,
86f976f4-18c2-4819-bdef-7dbb0b85788f,2018-02-14,
1a078c11-b3fb-4f21-8f38-156ef1bcdc40,2011-07-08,
837e3387-787e-4b70-a61c-4bc6da588cc9,2010-09-25,
77484e89-f7c0-4740-864c-d26b624de58a,2013-05-25,
4d6efe0f-b194-4ee8-8a88-d472928828cb,2021-05-22,
2f4836ad-39a7-4554-82d3-b2bb4655ffb8,2016-10-25,
99a0f113-7566-497f-bc9d-82b49611ccc4,2017-02-01,
61850002-2ef9-493e-b090-2ef058a70de8,2011-04-15,
84e6590e-b8cf-4fa7-8fbf-4106f9bef09b,2019-01-01,
2459852c-af2c-42f7-a9bd-2f4ff1ddd4b4,2015-07-13,
b224fd93-b8ea-4298-ab49-a9ae1608d31f,2015-08-23,
d519b3ed-b073-425f-ad74-8c2c5a5e2e90,2013-11-20,
219d13bc-9325-4384-9b7c-b8673feadc76,2012-01-22,
225f77f1-f575-4381-aac1-3a19a870ad88,2010-09-27,
124fdec2-cbeb-4dc1-a6cb-cd1be5495d88,2019-03-24,
f352f63a-86b3-473b-b2e9-3920636df98f,2022-11-25,
234b3a93-e034-4b7a-a705-51072160269e,2020-11-04,
0ff0d89c-41ec-4ce4-9717-896d90e3f708,2015-09-07,
e5089506-cd8c-4c29-b361-9c342443d632,2013-08-05,
7ffbf5f8-4d02-4768-b8e9-ed29ee6b3a5f,2016-04-03,
06c1c6fd-d843-48c9-9406-20f005ed1ff3,2011-01-19,
c7290d94-27bb-4fe9-8238-eade1e4ef84a,2021-06-12,
5ec0f3da-60ef-4dfc-9dba-dde9868789a1,2021-11-20,
cf738428-d1c3-492e-81ad-b47c9dfa59fc,2017-09-09,
5efc2423-d1e5-4efd-90d3-8c717b5e49c7,2012-03-14,
2c1d6a86-25d7-422f-bd60-a3620340fdea,2013-01-01,
c68d0061-2f82-44e5-9adc-ab4daede57e2,2020-03-31,
ac349314-766e-4b32-b285-ebbd9d8de387,2022-04-11,
138147e7-22ee-4713-9be6-186ef59f264a,2020-03-08,
cb38f571-3117-4e21-8d18-cc2eea6c465e,2021-09-06,
f230187a-7aab-4130-8a39-28e9da9e53fa,2012-03-19,
0b29a996-87da-4bc7-b7b5-7d151762fe56,2019-01-07,
47856b33-7fa1-421a-ba04-bdda889aab37,2013-07-29,
f20ddf46-68e8-4658-ad51-c7e4d2271cbb,2019-06-22,
3a319fb5-0e35-4f28-9680-cb6d1309460f,2016-08-16,
8d2edf12-4eb5-4d1f-8171-359bc536ffb6,2021-07-26,
b58351b5-0006-4460-ab7b-a2bcfee0aac1,2022-07-04,
f2fd4c05-e8d8-4dbc-94cd-1f1ae444a5b7,2019-08-26,
71c9fed0-2e45-4572-8049-70bd3077399c,2014-05-19,
b5be9034-689a-4a40-936a-e3894fcb4622,2012-11-10,
9c2763d6-a78f-4945-b5db-be91cd5c141d,2015-11-24,
6805b9a3-1a4d-4574-8ffd-9185d093bb96,2015-02-11,
17338f61-aaec-41d8-8e4d-4bbf43fb8a85,2013-10-07,
4051f010-e9c7-4f22-92b3-08be24ce2256,2011-09-04,
0671664e-dc65-492c-a360-b9c53d18054d,2019-01-30,
cca9baa4-525b-4bc4-aef5-794aa87a5ff4,2015-06-01,
1d7f1e13-9108-4e6b-8e8f-22d01b8d4709,2022-01-15,
e079823c-1a3a-4402-afca-9057754664b2,2011-10-01,
caab2766-3e28-4394-a395-ef358e8bf6d6,2021-05-29,
9b0bd18c-9792-4c19-9a4b-bda3af7a3ae9,2015-04-07,
b19899e8-7365-48ae-912d-bb04b40769bb,2011-10-08,
e63070ca-0753-4137-b477-06a082c635fb,2015-06-22,
7d285636-d8bb-4ec2-9170-53440d3298a9,2018-12-23,
d024d0c9-7aa4-4589-92a7-acfecbdc7000,2016-06-24,
9a49146e-3879-4aea-8408-fe88ff445da1,2012-04-03,
43503713-c218-49ee-b9f1-3a8e243d59f5,2010-03-01,
4134e6dc-d417-4b45-a1d3-bdea755240d7,2013-05-28,
6a43b616-c341-4034-963c-1a944582f912,2019-07-12,
2c5295d8-86e9-418e-a9ee-b0194788ae2a,2015-05-07,
e35b48f1-a8ab-4957-ac22-ac0ec7422a0a,2017-03-18,
4d41950f-ec1e-4303-940a-050c0200ba15,2012-06-08,
0d3305ff-2204-4842-9399-79bcdf644578,2011-07-28,
d91c290e-a483-45cb-80e1-438a4477a441,2011-05-28,
cf91dd1d-afa3-447a-960e-d4c9b4dcded1,2021-05-23,
9eef6f5d-869d-442d-84ec-77e2bc4877e1,2021-02-03,
358657a7-48fe-4014-a987-33554f8053b5,2016-02-09,
4849fb6e-4437-49be-8bf0-7c3b3520b5e5,2016-04-02,
a9bf1dfd-85ac-415a-8b37-5ceb7179ddaf,2011-09-04,
21ca7591-8c07-4164-8325-5f211698eb1d,2011-03-14,
81cf195d-42bb-4ca4-b4a9-e528dab980bd,2019-04-22,
1ccc71c7-2a40-48dc-bf9c-538f1f505490,2016-03-11,
7427cc69-7270-4da0-b7f0-5da87c09bead,2012-10-20,
b7c267d4-ab97-4793-9f61-68ddae05e2a8,2010-11-18,
e993008b-4e65-46e2-b824-c74e845785fd,2018-07-24,
01d83029-92f1-4b4a-90f2-7cb13a93658e,2017-10-02,
1e72c5d2-afc9-42c8-bbf5-71250d76be54,2021-09-15,
974c5c63-2c0a-4953-ad32-2ba57fb6e07e,2018-02-28,
77d0a640-9946-4041-a7aa-f7a0a2c6c5b6,2020-04-15,
d0f3c772-2952-489f-b1c5-bcfd543891a8,2013-07-08,
f3c95202-e9cc-4808-b972-16818864ff1a,2014-07-19,
9fa3460c-d15e-49ec-95b8-d44281e555b3,2012-06-22,
524112c6-4bb9-4e36-bf0f-1a41feb1880f,2010-11-26,
c5e471a8-feb9-4b61-93d5-672a14d1f11d,2011-09-29,
5bb2fbbb-d1fe-4952-8bd9-0ab9edd2e8a5,2015-02-11,
8df4b73c-8b11-4d42-9544-70714b99e453,2011-02-17,
7d4a79b3-d920-4368-b795-1fb99e9f24ef,2022-08-16,
f7612f9d-ba4e-4161-bba1-ef6c520c5a27,2016-03-25,
09e35256-0a39-463e-bf81-51c0bc39d761,2017-11-22,
7040583c-2ea7-485d-9616-713201d23715,2020-04-01,
f6fe902b-a428-42f1-bb71-fc5838fbe4cd,2016-11-24,
016e034b-7fa9-4f54-8c32-9e1c6d8e2c25,2022-08-19,
b2173ea1-70ac-43c4-9ed4-afcbe0e6bea0,2011-10-17,
f8c1ce6d-5304-44d3-9c80-76681cd839f5,2021-04-18,
0d801d6c-052d-4bb6-9d60-c8d5f9a57515,2018-04-08,
be09bc13-149e-4621-86f8-3a95c6da8b93,2012-02-04,
b43af029-a69d-4acb-9384-e9f50a911ce7,2016-06-24,
9bad49fe-7f10-4bf8-95d9-b16f480156cb,2019-01-12,
0c79dd21-c97b-4ae6-9cf6-dd6c63f99cd9,2017-08-11,
f127e95f-973d-4185-ae9b-04ae2151d0ab,2014-11-18,
81b55581-5b71-4edc-a252-fa397e35c6e3,2012-11-30,
511dd332-f0d8-4fbf-87d5-3168cac06e03,2016-09-22,
1f210c53-7f7c-407b-a185-ccbb9a1f63aa,2013-09-08,
a170f9c1-1b7d-4edd-9930-cddf653738d1,2013-03-28,
8259e675-84d4-4645-a4cd-975f380b8066,2021-04-25,
eedf4445-39b3-48c2-8558-3f2121090cec,2016-08-20,
630c4da8-2854-4efd-b5ed-7938f9497733,2016-04-22,
dfab246c-8023-4274-bf1f-b03ca2855433,2010-09-06,
e38036f4-cc73-4c23-b922-2d2ae6154e77,2013-10-23,
08a961c1-5ead-4440-830d-e1ab8fe2ff9b,2013-08-28,
6d3b9c6f-fd32-4156-b094-20e02ad22a87,2016-03-09,
064ba589-0672-4824-97a5-e0b5da0012e2,2020-03-02,
7e813dd0-d6b2-4764-ae94-b5d873684367,2020-02-22,
9d4ba529-5fe9-4bd4-a03a-61147932b05a,2020-04-03,
d1396cb8-df2c-49e1-962e-22c6ebf49cb7,2015-06-10,
55d4f6fe-a8b9-4c82-8cf5-c70ba3eeb68b,2021-09-10,
7cb092ea-3bc2-4d58-820d-4eb541823afb,2018-05-07,
e88723bf-ee70-4add-bc1e-15082df5c28f,2018-01-13,
0b629d12-57d6-4198-b5d4-8877d6fa5f30,2021-12-13,
554ab955-1f89-4445-8313-d1723b2c16d4,2021-10-29,
c6bc057f-33fd-4a66-a790-93d27f582f8a,2013-06-29,
ef680d80-d111-4610-a20d-e37e98525f14,2018-04-11,
0b686f8a-5037-4026-9a9d-924c6f7d0b44,2017-11-17,
f444abfb-8ab3-4edf-9879-ff99f47447b1,2021-03-11,
d64b1606-40de-4431-ab52-cdf3bfbe2eaa,2013-02-21,
24e46e95-9754-44d5-8956-2583e65da8b4,2015-10-24,
f7bf41b1-2045-4abe-8556-4432cb16e517,2022-08-01,
3fea88ae-27f9-44b8-bfd4-74fa95d296a2,2014-03-26,
b564d85a-2f35-46a0-8001-7b9abb8d3a1b,2012-09-13,
3576bae2-fe6d-4cb2-81a5-2462be817f24,2014-06-12,
52cb1063-de78-404c-89bf-fb3fa3af52ea,2018-07-19,
5b79d61f-0c8a-49e2-89f4-f930246c5319,2020-03-15,
2d5462dc-a3c8-492c-b003-288afaa16684,2011-12-24,
ee755af1-a88d-461d-8ced-d92f39e2e2f4,2012-12-31,
1e6c44e1-e0bb-4e8b-9c6b-5553c77dbca9,2020-06-24,
4b88827d-fb61-4f68-a94b-fc3071274058,2022-10-06,
92790aa9-6921-48c3-ab65-194f1b62e7b0,2015-03-11,
2bab03b2-c558-4111-95ed-5283ba2787fc,2014-11-12,
3a3c7a76-0184-49fb-a326-9890e3ebfbb4,2015-10-18,
2f106163-3269-4823-ae47-895e2436b088,2010-02-24,
52ff2fb1-1fba-4533-b008-feb5f2b12169,2017-11-28,
493590d6-cccc-4f52-b808-5116205f7ca9,2022-11-01,
71b08822-78e6-44ae-b979-1153ba29db03,2017-08-11,
89fe0428-25b7-46be-a45e-97a0a88443b8,2012-10-05,
420ae57a-7a9d-41da-93b4-ed75d841cff6,2016-06-22,
7e8c4a8f-d57e-43e1-b13c-147b11dd0a54,2021-11-26,
5a0726be-9b39-4ab3-ba9e-149bf2005e41,2016-01-09,
7eca6b78-050a-418e-8249-08ad890d3cd2,2013-09-21,
12dd1658-8c40-481c-9f20-85336f447350,2012-06-28,
88b73de9-4fcb-40ba-b3dc-b8f328841d60,2012-10-03,
a086e4f7-3880-4eb5-bd85-250a658880a5,2013-02-17,
b1e58132-1dfc-45d0-9ea2-fb6bd1f40a2f,2018-10-26,
a6b5813c-00dd-45a6-8d18-e31300c4abfc,2013-05-09,
46442d29-7ba1-49a9-b9b2-11b5112652a5,2010-03-09,
8d8b0490-d9e7-44d6-bf56-55ad7e20d5ce,2022-08-26,
